eventDate,CONML,CONM,With_Twitter_account,twitter_acc_company_name,twitter_account_name,code
26/2/16,Safety Insurance Group Inc,SAFETY INSURANCE GROUP INC,Yes,Safety Insurance,@safetyins,89575
17/3/14,Safety Insurance Group Inc,SAFETY INSURANCE GROUP INC,Yes,Safety Insurance,@safetyins,89575
21/2/13,Safeway Inc,SAFEWAY INC,Yes,Safeway,@Safeway,76149
10/10/13,Safeway Inc,SAFEWAY INC,Yes,Safeway,@Safeway,76149
7/11/14,Salix Pharmaceuticals Ltd,SALIX PHARMACEUTICALS LTD,Yes,Salix Pharma,@SalixPharma,88811
9/8/16,Santander Consumer USA Holdi,SANTANDER CONSUMER USA HLDG,Yes,Santander Consumer,@SantanderUSA,14414
29/2/16,Santander Consumer USA Holdi,SANTANDER CONSUMER USA HLDG,Yes,Santander Consumer,@SantanderUSA,14414
2/5/13,ScanSource Inc,SCANSOURCE INC,Yes,ScanSource,@ScanSource,80362
29/2/16,Scientific Games Corp,SCIENTIFIC GAMES CORP,Yes,Scientific Games,@ScientificGames,79338
11/5/15,Scientific Games Corp,SCIENTIFIC GAMES CORP,Yes,Scientific Games,@ScientificGames,79338
17/3/14,Scientific Games Corp,SCIENTIFIC GAMES CORP,Yes,Scientific Games,@ScientificGames,79338
25/11/14,Scotts Miracle-Gro Company (,SCOTTS MIRACLE-GRO CO,Yes,Scotts Miracle-Gro,@Scotts_MGro,77300
9/9/13,SeaChange International Inc,SEACHANGE INTERNATIONAL INC,Yes,SeaChange News,@SeaChangeNews,84255
31/10/16,Sealed Air Corp,SEALED AIR CORP,Yes,Sealed Air,@Sealed_Air,85926
4/8/15,Sealed Air Corp,SEALED AIR CORP,Yes,Sealed Air,@Sealed_Air,85926
5/11/14,Sealed Air Corp,SEALED AIR CORP,Yes,Sealed Air,@Sealed_Air,85926
8/5/13,Sealed Air Corp,SEALED AIR CORP,Yes,Sealed Air,@Sealed_Air,85926
31/3/17,Sears Hometown and Outlet St,SEARS HOMETOWN & OUTLET STR,Yes,Sears HometownStores,@SearsHTS,13656
1/4/16,Sears Hometown and Outlet St,SEARS HOMETOWN & OUTLET STR,Yes,Sears HometownStores,@SearsHTS,13656
28/2/14,Seattle Genetics Inc,SEATTLE GENETICS INC,Yes,Seattle Genetics,@SeattleGenetics,88949
31/3/17,Security National Financial,SECURITY NATL FINL CP  -CL,Yes,SNFCA,@SNFinancialCorp,11593
4/8/17,Security National Financial,SECURITY NATL FINL CP  -CL,Yes,SNFCA,@SNFinancialCorp,11593
13/11/13,SED International Holdings I,SED INTERNATIONAL HLDGS INC,Yes,SED International,@SEDIntl,10772
23/2/17,SemGroup Corp,SEMGROUP CORP,Yes,SemGroup Corporation,@SemGroupCorp,12384
7/3/13,Sequenom Inc,SEQUENOM INC,Yes,MaterniT,@MaterniT21PLUS,87632
8/5/13,ServiceNow Inc,SERVICENOW INC,Yes,ServiceNow,@servicenow,13447
9/8/16,ServiceSource International,SERVICESOURCE INTL INC,Yes,ServiceSource,@servicesource,12640
14/2/13,Severn Bancorp Inc,SEVERN BANCORP INC,Yes,Severn Bank,@SevernSavings,89424
21/11/14,Shell Midstream Partners LP,SHELL MIDSTREAM PARTNERS LP,Yes,Shell,@Shell,14980
23/9/14,Shell Midstream Partners LP,SHELL MIDSTREAM PARTNERS LP,Yes,Shell,@Shell,14980
2/8/17,Shenandoah Telecommunication,SHENANDOAH TELECOMMUN CO,Yes,Shentel,@Shentel,88742
17/1/17,Shiloh Industries Inc,SHILOH INDUSTRIES INC,Yes,Shiloh Industries,@ShilohInd,79307
9/9/15,Shiloh Industries Inc,SHILOH INDUSTRIES INC,Yes,Shiloh Industries,@ShilohInd,79307
19/9/14,Sientra Inc,SIENTRA INC,Yes,Sientra,@SientraInc,15016
9/8/16,Silver Spring Networks Inc,SILVER SPRING NETWORKS INC,Yes,SilverSpringNetworks,@silverspringnet,13819
13/1/16,Simon Property Group Inc.,SIMON PROPERTY GROUP INC,Yes,SIMON,@ShopSimon,80100
2/3/15,Simpson Manufacturing Co. In,SIMPSON MANUFACTURING INC,Yes,Simpson Strong-Tie,@strongtie,80575
9/5/14,Simpson Manufacturing Co. In,SIMPSON MANUFACTURING INC,Yes,Simpson Strong-Tie,@strongtie,80575
19/2/14,Six Flags Entertainment Corp,SIX FLAGS ENTERTAINMENT COR,Yes,Six Flags,@SixFlags,93423
9/5/14,Skullcandy Inc,SKULLCANDY INC,Yes,Skullcandy,@skullcandy,12922
26/2/16,SkyWest Inc,SKYWEST INC,Yes,SkyWest Airlines,@SkyWestAirlines,10421
29/2/16,SL Green Realty Corp.,SL GREEN REALTY CORP,Yes,SL Green,@SLGreen,85265
11/8/15,Snyder's-Lance Inc,SNYDERS-LANCE INC,Yes,Lance Snacks,@LanceSnacks,48531
3/3/14,SolarCity Corp,SOLARCITY CORP,Yes,SolarCity,@solarcity,13711
