eventDate,CONML,CONM,With_Twitter_account,twitter_acc_company_name,twitter_account_name,code
3/5/17,Malibu Boats Inc,MALIBU BOATS INC,Yes,Malibu Boats,@malibuboats,14434
3/11/15,Malibu Boats Inc,MALIBU BOATS INC,Yes,Malibu Boats,@malibuboats,14434
28/2/17,Manitowoc Company Inc. (The),MANITOWOC CO,Yes,Manitowoc Cranes,@ManitowocCo,51263
9/8/16,Manitowoc Company Inc. (The),MANITOWOC CO,Yes,Manitowoc Cranes,@ManitowocCo,51263
7/11/16,Manning & Napier Inc,MANNING & NAPIER INC,Yes,Manning & Napier,@ManningNapier,13084
10/5/17,MannKind Corp,MANNKIND CORP,Yes,MannKind Corporation,@MannKindCorp,90285
2/5/16,Marathon Petroleum Corp,MARATHON PETROLEUM CORP,Yes,Marathon Petroleum,@MarathonPetroCo,12872
23/2/17,Marriott Vacations Worldwide,MARRIOTT VACATIONS WORLDWID,Yes,MarriottVAC,@MarriottVAC,13085
25/2/16,Marriott Vacations Worldwide,MARRIOTT VACATIONS WORLDWID,Yes,MarriottVAC,@MarriottVAC,13085
18/7/13,Marriott Vacations Worldwide,MARRIOTT VACATIONS WORLDWID,Yes,MarriottVAC,@MarriottVAC,13085
22/2/13,Marriott Vacations Worldwide,MARRIOTT VACATIONS WORLDWID,Yes,MarriottVAC,@MarriottVAC,13085
3/9/14,Marrone Bio Innovations Inc,MARRONE BIO INNOVTIONS,Yes,Marrone Bio,@MarroneBio,14099
25/3/14,Marrone Bio Innovations Inc,MARRONE BIO INNOVTIONS,Yes,Marrone Bio,@MarroneBio,14099
8/9/16,Marvell Technology Group Ltd,MARVELL TECHNOLOGY GROUP LT,Yes,Marvell,@marvellsemi,88360
28/4/16,Mastercard Inc,MASTERCARD INC,Yes,Mastercard News,@MastercardNews,91233
29/4/15,Mastercard Inc,MASTERCARD INC,Yes,Mastercard News,@MastercardNews,91233
29/10/15,Materion Corp,MATERION CORP,Yes,Materion Corporation,@MaterionCorp,55597
26/2/14,Materion Corp,MATERION CORP,Yes,Materion Corporation,@MaterionCorp,55597
3/4/15,Mattress Firm Holding Corp,MATTRESS FIRM HOLDING CORP,Yes,Mattress Firm,@MattressFirm,13110
8/5/14,Mavenir Systems Inc,MAVENIR SYSTEMS INC,Yes,Mavenir,@Mavenir,14290
19/11/13,MAXIMUS Inc.,MAXIMUS INC,Yes,MAXIMUS,@MAXIMUS_news,85067
7/3/13,Maxwell Technologies Inc,MAXWELL TECHNOLOGIES INC,Yes,Maxwell Technologies,@Maxwell_Tech,51960
13/3/15,McClatchy Co (The),MCCLATCHY CO  -CL A,Yes,McClatchy,@mcclatchy,75261
10/5/13,McClatchy Co (The),MCCLATCHY CO  -CL A,Yes,McClatchy,@mcclatchy,75261
25/4/14,McEwen Mining Inc,MCEWEN MINING INC,Yes,McEwen Mining,@McEwenMining,70704
8/5/13,McEwen Mining Inc,MCEWEN MINING INC,Yes,McEwen Mining,@McEwenMining,70704
14/8/17,MDC Partners Inc,MDC PARTNERS INC,Yes,MDC Partners,@MDCPartners,81527
2/5/17,MDC Partners Inc,MDC PARTNERS INC,Yes,MDC Partners,@MDCPartners,81527
27/3/15,Medical Transcription Billin,MEDICAL TRANSCRIPTION BILLN,Yes,MTBC,@MTBC_UniqHIT,14818
28/8/14,Medical Transcription Billin,MEDICAL TRANSCRIPTION BILLN,Yes,MTBC,@MTBC_UniqHIT,14818
1/5/14,Mednax Inc,MEDNAX INC,Yes,MEDNAX,@MEDNAX,82272
26/2/16,Mellanox Technologies Ltd,MELLANOX TECHNOLOGIES LTD,Yes,Mellanox Tech,@mellanoxtech,91821
2/3/15,Mellanox Technologies Ltd,MELLANOX TECHNOLOGIES LTD,Yes,Mellanox Tech,@mellanoxtech,91821
12/11/14,Mellanox Technologies Ltd,MELLANOX TECHNOLOGIES LTD,Yes,Mellanox Tech,@mellanoxtech,91821
28/2/14,Mellanox Technologies Ltd,MELLANOX TECHNOLOGIES LTD,Yes,Mellanox Tech,@mellanoxtech,91821
1/12/16,Meritor Inc,MERITOR INC,Yes,Meritor,@Meritor,85349
6/6/13,Mesa Laboratories Inc,MESA LABORATORIES INC,Yes,Mesa Laboratories,@mesalabsinc,53074
8/5/13,MGM Resorts International,MGM RESORTS INTERNATIONAL,Yes,MGM Resorts,@MGMResortsIntl,11891
8/3/17,MGP Ingredients Inc,MGP INGREDIENTS INC,Yes,MGP Ingredients Inc,@mgpi4f8f06edcd,12226
16/5/13,MGT Capital Investments Inc,MGT CAPITAL INVESTMENTS INC,Yes,MGT Capital Investme,@MGTCI,91050
20/12/13,Michaels Companies Inc (The),MICHAELS COS INC,Yes,Michaels Stores,@MichaelsStores,14696
7/2/14,Microchip Technology Inc,MICROCHIP TECHNOLOGY INC,Yes,MicrochipTech,@MicrochipTech,78987
25/7/13,MidWestOne Financial Group I,MIDWESTONE FINANCIAL GROUP,Yes,MidWestOne Bank,@MidWestOne,92593
15/5/14,Mirati Therapeutics Inc,MIRATI THERAPEUTICS INC,Yes,Mirati Therapeutics,@MiratiTx,14054
13/10/15,Mistras Group Inc,MISTRAS GROUP INC,Yes,MISTRAS NDT,@MistrasGroup,93065
1/3/17,Mitel Networks Corp,MITEL NETWORKS CORP,Yes,Mitel¨ Official,@Mitel,93354
6/11/13,MKS Instruments Inc,MKS INSTRUMENTS INC,Yes,MKS Instruments,@mksinstruments,86778
22/2/13,Mobile Mini Inc,MOBILE MINI INC,Yes,Mobile Mini,@MobileMini,80254
19/6/14,Mobileye NV,MOBILEYE NV,Yes,Mobileye,@Mobileye,14856
17/10/17,Molecular Templates,MOLECULAR TEMPLATES,Yes,Molecular Templates,@Moltemp,90604
15/11/16,Moleculin Biotech Inc,MOLECULIN BIOTECH INC,Yes,Moleculin Biotech,@moleculinbio,16099
1/11/17,Molson Coors Brewing Co,MOLSON COORS BREWING CO,Yes,Molson Coors,@MolsonCoors,59248
14/2/17,Molson Coors Brewing Co,MOLSON COORS BREWING CO,Yes,Molson Coors,@MolsonCoors,59248
6/8/14,Molson Coors Brewing Co,MOLSON COORS BREWING CO,Yes,Molson Coors,@MolsonCoors,59248
7/5/13,Molson Coors Brewing Co,MOLSON COORS BREWING CO,Yes,Molson Coors,@MolsonCoors,59248
6/11/13,Molson Coors Brewing Co,MOLSON COORS BREWING CO,Yes,Molson Coors,@MolsonCoors,59248
8/8/13,Molycorp Inc,MOLYCORP INC,Yes,"Molycorp, Inc.",@Molycorp,11999
18/3/13,Molycorp Inc,MOLYCORP INC,Yes,"Molycorp, Inc.",@Molycorp,11999
3/3/14,Mondelez International Inc,MONDELEZ INTERNATIONAL INC,Yes,Mondel?z Intl,@MDLZ,89006
2/11/17,MoneyGram International Inc,MONEYGRAM INTERNATIONAL INC,Yes,MoneyGram,@MoneyGram,90213
15/3/17,MoneyGram International Inc,MONEYGRAM INTERNATIONAL INC,Yes,MoneyGram,@MoneyGram,90213
24/5/17,Monro Inc,MONRO INC,Yes,Monro Auto Service a,@MonroAutoTire,76750
2/2/17,Monro Inc,MONRO INC,Yes,Monro Auto Service a,@MonroAutoTire,76750
7/11/16,Monster Beverage Corp,MONSTER BEVERAGE CORP,Yes,Monster Energy,@MonsterEnergy,88031
5/8/14,Morgan Stanley,MORGAN STANLEY,Yes,Morgan Stanley,@MorganStanley,69032
1/5/14,Morningstar Inc,MORNINGSTAR INC,Yes,"Morningstar, Inc.",@MorningstarInc,90708
3/11/15,Mosaic Company (The),MOSAIC CO,Yes,The Mosaic Company,@MosaicCompany,90386
9/2/15,Motorcar Parts of America In,MOTORCAR PARTS OF AMER INC,Yes,Motorcar Parts,@MPAtweets,80341
6/8/14,MSCI Inc,MSCI INC,Yes,MSCI,@MSCI_Inc,92402
6/11/14,Murphy USA Inc,MURPHY USA INC,Yes,Murphy USA,@MurphyUSA,14076
14/8/17,MYnd Analytics Inc,MYND ANALYTICS INC,Yes,MYnd Analytics,@MYndAnalytics,16825
30/3/17,MYnd Analytics Inc,MYND ANALYTICS INC,Yes,MYnd Analytics,@MYndAnalytics,16825
14/8/17,Myomo  Inc,MYOMO INC,Yes,Myomo,@myomoinc,16765
8/11/17,Myriad Genetics Inc,MYRIAD GENETICS INC,Yes,Myriad Genetics,@myriadgenetics,82508
5/11/14,Myriad Genetics Inc,MYRIAD GENETICS INC,Yes,Myriad Genetics,@myriadgenetics,82508
9/5/14,Nabors Industries Ltd,NABORS INDUSTRIES LTD,Yes,Nabors Industries,@NaborsGlobal,29102
3/3/14,Nabors Industries Ltd,NABORS INDUSTRIES LTD,Yes,Nabors Industries,@NaborsGlobal,29102
1/3/13,Nabors Industries Ltd,NABORS INDUSTRIES LTD,Yes,Nabors Industries,@NaborsGlobal,29102
15/8/16,NantHealth Inc,NANTHEALTH INC,Yes,NantHealth,@NantHealth,16100
11/3/16,NantKwest Inc,NANTKWEST INC,Yes,NantKwest,@NantKwest,15533
2/7/15,NantKwest Inc,NANTKWEST INC,Yes,NantKwest,@NantKwest,15533
9/8/16,National CineMedia Inc,NATIONAL CINEMEDIA INC,Yes,National CineMedia,@NCMNews,91822
8/11/17,National Health Investors In,NATIONAL HEALTH INVESTORS,Yes,NHI REIT,@NHI_REIT,77057
24/2/17,Navient Corp,NAVIENT CORP,Yes,Navient,@Navient,14601
5/11/13,NCR Corp,NCR CORP,Yes,NCR Corporation,@NCRCorporation,84372
8/8/13,NeoPhotonics Corp,NEOPHOTONICS CORP,Yes,NeoPhotonics,@NeoPhotonics_tw,12559
13/11/13,NeoPhotonics Corp,NEOPHOTONICS CORP,Yes,NeoPhotonics,@NeoPhotonics_tw,12559
18/2/15,Net Element Inc,NET ELEMENT INC,Yes,Net Element,@neteinc,12350
15/5/13,Net Element Inc,NET ELEMENT INC,Yes,Net Element,@neteinc,12350
25/7/13,Netflix Inc,NETFLIX INC,Yes,Netflix US,@netflix,89393
31/5/16,NetScout Systems Inc,NETSCOUT SYSTEMS INC,Yes,NETSCOUT,@NETSCOUT,87179
20/5/15,NetScout Systems Inc,NETSCOUT SYSTEMS INC,Yes,NETSCOUT,@NETSCOUT,87179
22/5/17,NetSol Technologies Inc,NETSOL TECHNOLOGIES INC,Yes,NETSOL Technologies,@NETSOLTech,87508
28/4/17,New Gold Inc,NEW GOLD INC,Yes,New Gold Inc.,@NewGoldInc,90433
10/8/15,New Residential Investment C,NEW RESIDENTIAL INV CP,Yes,New Residential,@NewResidential,13907
2/3/15,New Residential Investment C,NEW RESIDENTIAL INV CP,Yes,New Residential,@NewResidential,13907
1/8/13,New York Times Co (The),NEW YORK TIMES CO  -CL A,Yes,The New York Times,@nytimes,47466
25/4/14,Newmont Mining Corp,NEWMONT MINING CORP,Yes,Newmont Mining,@Newmont,21207
22/2/13,Newmont Mining Corp,NEWMONT MINING CORP,Yes,Newmont Mining,@Newmont,21207
9/5/13,Newport Corp,NEWPORT CORP,Yes,Newport Corp by MKS,@NewportCorp,57534
23/7/15,Nike Inc,NIKE INC,Yes,Nike,@Nike,57665
25/7/14,Nike Inc,NIKE INC,Yes,Nike,@Nike,57665
7/4/14,Nike Inc,NIKE INC,Yes,Nike,@Nike,57665
4/5/17,NMI Holdings Inc,NMI HOLDINGS INC,Yes,National MI,@NationalMI,14318
29/11/16,Nord Anglia Education Inc,NORD ANGLIA EDUCATION INC,Yes,Nord Anglia Educatio,@NAEducation,14527
15/12/14,Nordson Corp,NORDSON CORP,Yes,Nordson_Corp,@Nordson_Corp,57809
7/11/14,Northwest Bancshares Inc,NORTHWEST BANCSHARES INC,Yes,NorthwestBank,@NWSB,81095
2/5/13,Northwest Natural Gas Co,NORTHWEST NATURAL GAS CO,Yes,NW Natural,@nwnatural,58334
19/11/14,Nxt-ID Inc,NXT-ID INC,Yes,NXT-ID,@NXT_ID,14934
30/5/14,Oasmia Pharmaceutical AB,OASMIA PHARMACEUTICAL AB,Yes,Oasmia,@Oasmia,15790
8/8/13,Old Dominion Freight Line In,OLD DOMINION FREIGHT,Yes,"ODFL, Inc.",@ODFL_Inc,77037
3/5/13,Olympic Steel Inc,OLYMPIC STEEL INC,Yes,OlySteel,@Olympic_Steel,80375
11/5/15,Omega Protein Corp,OMEGA PROTEIN CORP,Yes,Omega Protein,@OmegaProtein,85951
28/9/17,OMNOVA Solutions Inc.,OMNOVA SOLUTIONS INC,Yes,OMNOVA Solutions,@OMNOVASolutions,87214
27/2/15,ON Semiconductor Corp,ON SEMICONDUCTOR CORP,Yes,ON Semiconductor,@onsemi,88182
2/8/13,ON Semiconductor Corp,ON SEMICONDUCTOR CORP,Yes,ON Semiconductor,@onsemi,88182
15/5/14,OneMain Holdings Inc,ONEMAIN HOLDINGS INC,Yes,OneMain Financial,@OneMain,14229
1/4/14,OneMain Holdings Inc,ONEMAIN HOLDINGS INC,Yes,OneMain Financial,@OneMain,14229
12/11/13,OneMain Holdings Inc,ONEMAIN HOLDINGS INC,Yes,OneMain Financial,@OneMain,14229
14/2/17,OneSpan Inc,ONESPAN INC,Yes,OneSpan,@OneSpan,88203
7/5/15,ORBCOMM Inc,ORBCOMM INC,Yes,ORBCOMM,@ORBCOMM_Inc,91618
10/8/16,Orbital ATK Inc,ORBITAL ATK INC,Yes,Northrop Grumman,@northropgrumman,76477
29/2/16,Orbital ATK Inc,ORBITAL ATK INC,Yes,Northrop Grumman,@northropgrumman,76477
7/11/14,Outfront Media Inc,OUTFRONT MEDIA INC,Yes,OUTFRONTMediaUSA,@OUTFRONTMEDIAUS,14503
23/10/14,Overstock.com Inc,OVERSTOCK.COM INC,Yes,Overstock,@Overstock,89394
27/4/16,Owens Corning,OWENS CORNING,Yes,Owens Corning,@OwensCorning,91531
10/2/16,Owens Corning,OWENS CORNING,Yes,Owens Corning,@OwensCorning,91531
22/7/15,Owens Corning,OWENS CORNING,Yes,Owens Corning,@OwensCorning,91531
23/7/14,Owens Corning,OWENS CORNING,Yes,Owens Corning,@OwensCorning,91531
26/2/16,Packaging Corp Of America,PACKAGING CORP OF AMERICA,Yes,Packaging Corp,@packagingcorp,87541
26/2/13,Papa John's International In,PAPA JOHNS INTERNATIONAL IN,Yes,Papa John's Pizza,@PapaJohns,79299
6/5/13,PAREXEL International Corp,PAREXEL INTERNATIONAL CORP,Yes,PAREXEL,@PAREXEL,82607
9/10/15,Park City Group Inc,PARK CITY GROUP INC,Yes,Park City Group,@parkcitygroup,12380
1/3/17,Pattern Energy Group Inc,PATTERN ENERGY GROUP INC,Yes,Pattern Energy,@PatternEnergy,14168
5/11/15,Pattern Energy Group Inc,PATTERN ENERGY GROUP INC,Yes,Pattern Energy,@PatternEnergy,14168
2/3/15,Pattern Energy Group Inc,PATTERN ENERGY GROUP INC,Yes,Pattern Energy,@PatternEnergy,14168
24/10/14,Pattern Energy Group Inc,PATTERN ENERGY GROUP INC,Yes,Pattern Energy,@PatternEnergy,14168
5/8/14,Pattern Energy Group Inc,PATTERN ENERGY GROUP INC,Yes,Pattern Energy,@PatternEnergy,14168
21/7/15,Paychex Inc.,PAYCHEX INC,Yes,Paychex,@Paychex,61621
11/8/14,PCM Inc,PCM INC,Yes,PCM,@PCM,81566
27/4/15,pdvWireless Inc,PDVWIRELESS INC,Yes,pdvWireless,@pdvWireless,15226
19/12/14,pdvWireless Inc,PDVWIRELESS INC,Yes,pdvWireless,@pdvWireless,15226
14/8/17,Peabody Energy Corp,PEABODY ENERGY CORP,Yes,Peabody,@peabodyenergy,16689
28/2/14,Pennsylvania Real Estate Inv,PENNSYLVANIA RE INVS TRUST,Yes,PREIT,@PREIT,50702
28/2/13,Penske Automotive Group Inc,PENSKE AUTOMOTIVE GROUP INC,Yes,Penske Automotive,@PenskeCars,84042
7/8/13,Pepco Holdings Inc.,PEPCO HOLDINGS INC,Yes,Exelon Corporation,@Exelon,23501
12/5/14,Pernix Therapeutics Holdings,PERNIX THERAPEUTICS HOLDING,Yes,Pernix Therapeutics,@PernixTX,84581
27/2/17,Perrigo Co Plc,PERRIGO CO PLC,Yes,Perrigo Company plc,@PerrigoCompany,77182
15/4/14,Perry Ellis International In,ELLIS PERRY INTL INC,Yes,Perry Ellis Int'l,@PEICorp,79195
27/4/17,Petroleo Brasileiro S.A.- Pe,PETROLEO BRASILEIRO SA- PET,Yes,Petrobras,@petrobras,88490
30/5/13,PetSmart Inc,PETSMART INC,Yes,PetSmart,@PetSmart,79411
26/4/16,Pier 1 Imports Inc.,PIER 1 IMPORTS INC/DE,Yes,Pier 1,@pier1,51692
28/4/15,Pier 1 Imports Inc.,PIER 1 IMPORTS INC/DE,Yes,Pier 2,@pier2,51692
8/10/14,Pier 1 Imports Inc.,PIER 1 IMPORTS INC/DE,Yes,Pier 3,@pier3,51692
22/2/17,Pitney Bowes Inc.,PITNEY BOWES INC,Yes,Pitney Bowes,@PitneyBowes,24459
8/8/16,Pitney Bowes Inc.,PITNEY BOWES INC,Yes,Pitney Bowes,@PitneyBowes,24459
22/2/16,Pitney Bowes Inc.,PITNEY BOWES INC,Yes,Pitney Bowes,@PitneyBowes,24459
20/2/15,Pitney Bowes Inc.,PITNEY BOWES INC,Yes,Pitney Bowes,@PitneyBowes,24459
5/8/15,Pitney Bowes Inc.,PITNEY BOWES INC,Yes,Pitney Bowes,@PitneyBowes,24459
7/8/14,Pitney Bowes Inc.,PITNEY BOWES INC,Yes,Pitney Bowes,@PitneyBowes,24459
8/11/13,Pitney Bowes Inc.,PITNEY BOWES INC,Yes,Pitney Bowes,@PitneyBowes,24459
1/4/13,Plug Power Inc,PLUG POWER INC,Yes,Plug Power Inc.,@PlugPowerInc,87337
3/8/16,PNC Financial Services Group,PNC FINANCIAL SVCS GROUP IN,Yes,PNC Bank,@PNCBank,60442
21/2/14,Polycom Inc,POLYCOM INC,Yes,Polycom,@Polycom,83405
23/7/13,Polycom Inc,POLYCOM INC,Yes,Polycom,@Polycom,83405
16/8/16,Popeyes Louisiana Kitchen In,POPEYES LOUISIANA KITCHEN,Yes,Popeyes Chicken,@PopeyesChicken,88940
28/5/14,Popeyes Louisiana Kitchen In,POPEYES LOUISIANA KITCHEN,Yes,Popeyes Chicken,@PopeyesChicken,88940
10/5/16,Popular Inc,POPULAR INC,Yes,Banco Popular,@popular,16505
22/2/13,Power Integrations Inc,POWER INTEGRATIONS INC,Yes,Power Integrations,@PwrInt,85710
7/8/17,Preferred Apartment Communit,PREFERRED APARTMENT CMNTYS,Yes,Preferred Apartments,@pacapts,12668
17/8/17,Premier Inc,PREMIER INC,Yes,Premier Inc.,@PremierHA,14169
7/2/17,Premier Inc,PREMIER INC,Yes,Premier Inc.,@PremierHA,14169
12/5/15,Premier Inc,PREMIER INC,Yes,Premier Inc.,@PremierHA,14169
4/9/14,Premier Inc,PREMIER INC,Yes,Premier Inc.,@PremierHA,14169
14/2/14,Premier Inc,PREMIER INC,Yes,Premier Inc.,@PremierHA,14169
26/4/13,Principal Financial Group In,PRINCIPAL FINANCIAL GRP INC,Yes,Principal¨,@principal,89195
14/11/16,Professional Diversity Netwo,PROFESSIONAL DIVERSITY NETW,Yes,ProDivNet,@ProDivNet,13828
26/2/13,Progressive Corp (The),PROGRESSIVE CORP-OHIO,Yes,Progressive,@Progressive,64390
15/8/16,Proteostasis Therapeutics In,PROTEOSTASIS THERAPEUTICS,Yes,GCP Applied Tech,@gcpAppliedTech,15950
15/4/16,QAD Inc,QAD INC,Yes,QAD ERP,@QAD_Community,12493
23/5/17,Qorvo Inc,QORVO INC,Yes,"Qorvo, Inc.",@QorvoInc,85035
8/8/14,Quality Distribution Inc,QUALITY DISTRIBUTION INC,Yes,Quality Carriers,@QualityCarriers,89920
6/3/15,Qualys Inc,QUALYS INC,Yes,Qualys,@qualys,13600
4/3/15,Quiksilver Inc.,QUIKSILVER INC,Yes,Quiksilver,@Quiksilver,75527
31/10/17,R.R. Donnelley & Sons Co,DONNELLEY (R R) & SONS CO,Yes,RRD,@rrdonnelley,38682
26/2/16,Radian Group Inc.,RADIAN GROUP INC,Yes,RadianMI,@RadianMI,78038
8/5/15,Radian Group Inc.,RADIAN GROUP INC,Yes,RadianMI,@RadianMI,78038
28/2/14,Radian Group Inc.,RADIAN GROUP INC,Yes,RadianMI,@RadianMI,78038
3/4/14,Radius Health Inc,RADIUS HEALTH INC,Yes,Radius Health,@Radius_Health,14707
8/11/13,RadNet Inc,RADNET INC,Yes,RadNet,@RadNet_Inc,76672
3/11/17,Ramco-Gershenson Properties,RAMCO-GERSHENSON PROPERTIES,Yes,RAMCO Properties,@RAMCOproperties,75416
24/2/17,Ramco-Gershenson Properties,RAMCO-GERSHENSON PROPERTIES,Yes,RAMCO Properties,@RAMCOproperties,75416
30/10/15,Ramco-Gershenson Properties,RAMCO-GERSHENSON PROPERTIES,Yes,RAMCO Properties,@RAMCOproperties,75416
12/9/16,Raven Industries Inc,RAVEN INDUSTRIES INC,Yes,Raven Industries,@RavenIndustries,62033
18/3/13,RealNetworks Inc,REALNETWORKS INC,Yes,RealNetworks,@RealNetworks,85576
15/3/17,Red Lion Hotels Corp,RED LION HOTELS CORP,Yes,Hello Rewards,@myhellorewards,85939
10/5/16,Red Lion Hotels Corp,RED LION HOTELS CORP,Yes,Hello Rewards,@myhellorewards,85939
13/2/14,Regal Entertainment Group,REGAL ENTERTAINMENT GROUP,Yes,Regal Cinemas,@RegalMovies,89409
8/5/14,Regency Centers Corp.,REGENCY CENTERS CORP,Yes,Regency Centers,@regencycenters,79782
7/5/15,Regeneron Pharmaceuticals In,REGENERON PHARMACEUTICALS,Yes,Regeneron,@Regeneron,76614
2/11/16,Renewable Energy Group Inc,RENEWABLE ENERGY GROUP INC,Yes,Renewable Energy Grp,@REGbiofuels,13201
8/11/13,Renewable Energy Group Inc,RENEWABLE ENERGY GROUP INC,Yes,Renewable Energy Grp,@REGbiofuels,13201
20/11/17,Rennova Health Inc,RENNOVA HEALTH INC,Yes,Rennova Health,@RennovaHealth,82530
17/5/16,Rennova Health Inc,RENNOVA HEALTH INC,Yes,Rennova Health,@RennovaHealth,82530
1/3/17,Rent-A-Center Inc,RENT-A-CENTER INC,Yes,Rent-A-Center,@RentACenter,81222
2/3/15,Rent-A-Center Inc,RENT-A-CENTER INC,Yes,Rent-A-Center,@RentACenter,81222
27/1/14,Rent-A-Center Inc,RENT-A-CENTER INC,Yes,Rent-A-Center,@RentACenter,81222
4/11/14,Research Frontiers Inc,RESEARCH FRONTIERS INC,Yes,Smart Glass,@SPDSmartGlass,10463
1/9/17,Restoration Robotics Inc,RESTORATION ROBOTIC INC,Yes,ARTAS Robotic System,@ARTASHair,16987
30/7/14,Revlon Inc.,REVLON INC  -CL A,Yes,Revlon,@revlon,82859
29/1/15,RF Industries Ltd,R F INDUSTRIES LTD,Yes,"RF Industries, Inc.",@RFIndustries,86474
29/3/17,RH,RH,Yes,Restoration Hardware,@RestoHardware,13687
29/2/16,RigNet Inc,RIGNET INC,Yes,"RigNet, Inc.",@RigNet,12494
9/11/17,Ritchie Bros Auctioneers Inc,RITCHIE BROS AUCTIONEERS IN,Yes,Ritchie Bros.,@RitchieBros,85925
4/3/13,RMG Networks Holding Corp,RMG NETWORKS HOLDING CORP,Yes,RMG Networks,@RMGNetworks,13409
30/1/17,Roadrunner Transportation Sy,ROADRUNNER TRANS SYSTEMS IN,Yes,Roadrunner Transport,@RRTS_Corporate,93384
16/8/13,Rocket Fuel Inc,ROCKET FUEL INC,Yes,Rocket Fuel Inc,@rocketfuelinc,14164
17/11/15,Rockwell Automation Inc.,ROCKWELL AUTOMATION,Yes,Rockwell Automation,@ROKAutomation,84381
2/11/17,Rosehill Resources Inc,ROSEHILL RESOURCES INC,Yes,Rosehill Resources,@Rosehillres2017,15970
22/1/14,Royale Energy Inc,ROYALE ENERGY INC,Yes,Royale Energy,@RoyaleEnergy,81103
16/4/13,Royale Energy Inc,ROYALE ENERGY INC,Yes,Royale Energy,@RoyaleEnergy,81103
2/3/16,Royce Global Value Trust Inc,ROYCE GLOBAL VALUE TRUST IN,Yes,The Royce Funds,@RoyceFunds,14224
2/3/16,Royce Micro Cap Trust Inc,ROYCE MICRO-CAP TRUST INC,Yes,The Royce Funds,@RoyceFunds,80008
2/3/16,Royce Value Trust Inc.,ROYCE VALUE TRUST,Yes,The Royce Funds,@RoyceFunds,71079
28/7/14,RPM International Inc,RPM INTERNATIONAL INC,Yes,RPM International,@RPMintl,65307
7/8/15,Ryder System Inc,RYDER SYSTEM INC,Yes,Ryder,@RyderSystemInc,27633
9/3/16,Ryerson Holding Corp,RYERSON HOLDING CORP,Yes,Ryerson,@RyersonMetals,14855
20/3/13,S&P Global Inc,S&P GLOBAL INC,Yes,S&P Global,@SPGlobal,17478
10/3/14,Sabre Corp,SABRE CORP,Yes,Sabre,@Sabre_Corp,14608
