eventDate,CONML,CONM,With_Twitter_account,twitter_acc_company_name,twitter_account_name,code
5/5/14,KBR Inc,KBR INC,Yes,"KBR, Inc.",@KBRincorporated,91579
9/5/16,Kellogg Co,KELLOGG CO,Yes,Kellogg Company,@KelloggCompany,26825
3/2/15,Kennametal Inc.,KENNAMETAL INC,Yes,Kennametal,@Kennametal,44134
24/2/16,KEYW Holding Corp (The),KEYW HOLDING CORP,Yes,KeyW Corporation,@keywcorp,12356
9/11/15,KEYW Holding Corp (The),KEYW HOLDING CORP,Yes,KeyW Corporation,@keywcorp,12356
9/3/15,KEYW Holding Corp (The),KEYW HOLDING CORP,Yes,KeyW Corporation,@keywcorp,12356
5/8/16,Kindred Healthcare Inc,KINDRED HEALTHCARE INC,Yes,Kindred Healthcare,@kindredhealth,89207
2/3/15,Knoll Inc,KNOLL INC,Yes,"Knoll, Inc.",@Knoll_Inc,84780
5/6/15,Kohl's Corp,KOHL'S CORP,Yes,Kohl's,@Kohls,77606
7/6/13,Kohl's Corp,KOHL'S CORP,Yes,Kohl's,@Kohls,77606
4/11/16,Kopin Corp,KOPIN CORP,Yes,Kopin,@kopin,77515
11/5/15,Kopin Corp,KOPIN CORP,Yes,Kopin,@kopin,77515
31/1/13,Kosmos Energy Ltd,KOSMOS ENERGY LTD,Yes,Kosmos Energy,@KosmosEnergy,12788
6/11/17,Kraft Heinz Co (The),KRAFT HEINZ CO,Yes,Kraft Heinz Company,@KraftHeinzCo,15408
6/11/15,Kraft Heinz Co (The),KRAFT HEINZ CO,Yes,Kraft Heinz Company,@KraftHeinzCo,15408
19/4/13,Krispy Kreme Doughnuts Inc.,KRISPY KREME DOUGHNUTS INC,Yes,Krispy Kreme,@krispykreme,88172
25/9/13,KYTHERA Biopharmaceuticals I,KYTHERA BIOPHARMA INC,Yes,Kythera Biopharma,@KytheraBiopharm,13644
27/2/17,Laboratory Corporation of Am,LABORATORY CP OF AMER HLDGS,Yes,LabCorp,@LABCORP,12062
16/3/17,Ladenburg Thalmann Financial,LADENBURG THALMANN FINL SER,Yes,Ladenburg Thalmann,@LadenburgLTS,87837
18/5/15,Lakeland Industries Inc,LAKELAND INDUSTRIES INC,Yes,Lakeland Industries,@Lakelandind,10645
27/2/14,Lamar Advertising Co,LAMAR ADVERTISING CO  -CL A,Yes,Lamar Advertising,@LamarOOH,83879
16/3/15,Leaf Group Ltd,LEAF GROUP LTD,Yes,Leaf Group,@Leaf_grp,12521
10/11/14,LeapFrog Enterprises Inc.,LEAPFROG ENTERPRISES INC,Yes,LeapFrog,@LeapFrog,89471
7/5/14,LeapFrog Enterprises Inc.,LEAPFROG ENTERPRISES INC,Yes,LeapFrog,@LeapFrog,89471
26/2/14,LegacyTexas Financial Group,LEGACY TEX FINANCIAL GRP IN,Yes,LegacyTexas,@LegacyTexasBank,91514
31/3/14,LendingClub Corp,LENDINGCLUB CORP,Yes,LendingClub,@LendingClub,15092
16/5/13,LendingTree Inc,LENDINGTREE INC,Yes,LendingTree,@LendingTree,92775
1/8/13,Lennar Corp,LENNAR CORP,Yes,Lennar,@Lennar,52708
1/3/17,Lexington Realty Trust,LEXINGTON REALTY TRUST,Yes,Lexington Realty,@lxpnyc1993,79770
9/11/15,Lexmark International Inc.,LEXMARK INTL INC  -CL A,Yes,Lexmark,@lexmark,82643
2/5/14,Lexmark International Inc.,LEXMARK INTL INC  -CL A,Yes,Lexmark,@lexmark,82643
3/3/14,Lexmark International Inc.,LEXMARK INTL INC  -CL A,Yes,Lexmark,@lexmark,82643
1/3/17,Liberty Property Trust,LIBERTY PROPERTY TRUST,Yes,LibertyPropertyTrust,@LibPropTrust,80691
4/11/15,Liberty Property Trust,LIBERTY PROPERTY TRUST,Yes,LibertyPropertyTrust,@LibPropTrust,80691
23/7/13,Liberty Tax Inc,LIBERTY TAX INC,Yes,Liberty Tax,@libertytax,13537
4/11/15,Life Storage Inc,LIFE STORAGE INC,Yes,Life Storage,@LifeStorage,81675
