eventDate,CONML,CONM,With_Twitter_account,twitter_acc_company_name,twitter_account_name,code
26/2/16,CyrusOne Inc,CYRUSONE INC,Yes,CyrusOne,@Cyrusone,13752
7/11/14,CyrusOne Inc,CYRUSONE INC,Yes,CyrusOne,@Cyrusone,13752
23/4/14,Cytec Industries Inc.,CYTEC INDUSTRIES INC,Yes,Solvay,@SolvayGroup,80079
12/12/16,Cytokinetics Inc,CYTOKINETICS INC,Yes,Cytokinetics,@Cytokinetics,90126
24/4/14,D.R. Horton Inc.,D R HORTON INC,Yes,D.R. Horton,@DRHorton,77661
29/1/13,D.R. Horton Inc.,D R HORTON INC,Yes,D.R. Horton,@DRHorton,77661
30/12/14,Daily Journal Corp,DAILY JOURNAL CORP,Yes,LA Daily Journal,@LADailyJournal,10355
20/8/13,Daily Journal Corp,DAILY JOURNAL CORP,Yes,LA Daily Journal,@LADailyJournal,10355
15/2/13,Daily Journal Corp,DAILY JOURNAL CORP,Yes,LA Daily Journal,@LADailyJournal,10355
21/6/16,Daktronics Inc,DAKTRONICS INC,Yes,Daktronics,@Daktronics,80233
20/10/16,Dana Inc,DANA INC,Yes,Dana Incorporated,@DanaInc_,92570
23/4/15,Dana Inc,DANA INC,Yes,Dana Incorporated,@DanaInc_,92570
22/3/17,DASAN Zhone Solutions Inc,DASAN ZHONE SOLUTIONS INC,Yes,DZS,@DASANZhone,89925
24/2/17,DASAN Zhone Solutions Inc,DASAN ZHONE SOLUTIONS INC,Yes,DZS,@DASANZhone,89925
7/9/16,DASAN Zhone Solutions Inc,DASAN ZHONE SOLUTIONS INC,Yes,DZS,@DASANZhone,89925
14/8/14,Del Taco Restaurants Inc,DEL TACO RESTAURANTS INC,Yes,Del Taco Restaurants,@DelTaco,14433
5/8/16,Deluxe Corp,DELUXE CORP,Yes,Deluxe Corporation,@deluxecorp,61743
19/2/15,Demandware Inc,DEMANDWARE INC,Yes,Commerce Cloud,@CommerceCloud,13292
9/8/17,DENTSPLY SIRONA Inc,DENTSPLY SIRONA INC,Yes,Dentsply Sirona,@DentsplySirona,11600
13/3/14,Descartes Systems Group Inc,DESCARTES SYSTEMS GROUP INC,Yes,Descartes,@DescartesSG,86572
31/7/13,Dialogic Inc,DIALOGIC INC,Yes,Dialogic,@Dialogic,91969
9/12/13,Diamond Foods Inc,DIAMOND FOODS INC,Yes,Diamond Nuts,@DiamondNuts,90807
10/6/13,Diamond Foods Inc,DIAMOND FOODS INC,Yes,Diamond Nuts,@DiamondNuts,90807
6/8/13,Diebold Nixdorf Inc,DIEBOLD NIXDORF INC,Yes,Diebold Nixdorf,@DieboldNixdorf,40440
11/12/14,Digi International Inc,DIGI INTERNATIONAL INC,Yes,Digi International,@digidotcom,75831
4/8/14,Digi International Inc,DIGI INTERNATIONAL INC,Yes,Digi International,@digidotcom,75831
6/11/15,Digital Realty Trust Inc,DIGITAL REALTY TRUST INC,Yes,Digital Realty,@digitalrealty,90373
1/5/14,DigitalGlobe Inc,DIGITALGLOBE INC,Yes,DigitalGlobe,@DigitalGlobe,92924
30/6/14,DIRECTV,DIRECTV,Yes,DIRECTV,@DIRECTV,89954
15/5/13,Dover Saddlery Inc,DOVER SADDLERY INC,Yes,Dover Saddlery,@DoverSaddleryUS,90969
31/10/14,DreamWorks Animation SKG Inc,DREAMWORKS ANIMATION SKG IN,Yes,DreamWorks Animation,@DWAnimation,90374
27/2/13,DreamWorks Animation SKG Inc,DREAMWORKS ANIMATION SKG IN,Yes,DreamWorks Animation,@DWAnimation,90374
2/3/15,DTS Inc,DTS INC,Yes,DTS,@dts,89793
8/11/17,DXC Technology Company,DXC TECHNOLOGY COMPANY,Yes,DXC Technology,@DXCTechnology,40125
27/10/15,E. I. du Pont de Nemours and,DU PONT (E I) DE NEMOURS,Yes,DuPont News,@DuPont_News,11703
30/4/13,E2open Inc,E2OPEN INC,Yes,E2open,@E2open,13526
31/3/17,Eagle Bulk Shipping Inc,EAGLE BULK SHIPPING INC,Yes,Eagle Bulk,@EagleBulk,90724
27/2/15,Eastman Chemical Co,EASTMAN CHEMICAL CO,Yes,Eastman Chemical Co.,@EastmanChemCo,80080
7/2/13,Echo Global Logistics Inc,ECHO GLOBAL LOGISTICS INC,Yes,Echo Global Logistic,@EchoLogistics,93079
9/5/17,Eclipse Resources Corp,ECLIPSE RESOURCES CORP,Yes,Eclipse Resources,@eclipserescorp,14719
27/2/15,Ecolab Inc.,ECOLAB INC,Yes,Ecolab,@Ecolab,70578
27/11/17,Electronics for Imaging Inc,ELECTRONICS FOR IMAGING INC,Yes,EFI,@EFIPrint,77971
29/3/17,Electro-Sensors Inc,ELECTRO-SENSORS INC,Yes,"Electro-Sensors, Inc",@ESIsensors,32062
18/5/17,Elevate Credit Inc,ELEVATE CREDIT INC,Yes,Elevate,@ElevateCredit,16659
2/3/15,Ellie Mae Inc,ELLIE MAE INC,Yes,Ellie Mae,@EllieMaeInc,12645
30/4/15,Empresas ICA Sab de CV,EMPRESAS ICA SAB DE CV,Yes,ICA,@EmpresasICA,77545
1/5/15,Encompass Health Corp,ENCOMPASS HEALTH CORP,Yes,Encompass Health,@encompasshlth,10693
26/4/13,Encompass Health Corp,ENCOMPASS HEALTH CORP,Yes,Encompass Health,@encompasshlth,10693
25/2/16,Enel Chile SA,ENEL CHILE SA,Yes,Enel Chile,@Enel_Chile,16034
20/3/15,Enova International Inc,ENOVA INTERNATIONAL INC,Yes,Enova,@enova,14960
4/8/17,Entercom Communications Corp,ENTERCOM COMMUNICATIONS COR,Yes,Entercom,@Entercom,86560
2/3/15,Entercom Communications Corp,ENTERCOM COMMUNICATIONS COR,Yes,Entercom,@Entercom,86560
3/3/14,Entercom Communications Corp,ENTERCOM COMMUNICATIONS COR,Yes,Entercom,@Entercom,86560
8/2/13,Entercom Communications Corp,ENTERCOM COMMUNICATIONS COR,Yes,Entercom,@Entercom,86560
12/11/13,Equinix Inc,EQUINIX INC,Yes,"Equinix, Inc.",@Equinix,89617
4/3/15,Etsy Inc,ETSY INC,Yes,Etsy,@Etsy,15291
9/3/15,Evans Bancorp Inc,EVANS BANCORP INC,Yes,Evans Bank,@EvansBankWNY,89038
3/5/13,Evans Bancorp Inc,EVANS BANCORP INC,Yes,Evans Bank,@EvansBankWNY,89038
27/2/13,Evercore Inc,EVERCORE INC,Yes,,,91413
3/3/14,Everest Re Group Ltd,EVEREST RE GROUP LTD,Yes,Everest Insurance¨,@EverestIns,82303
29/2/16,EVERTEC Inc,EVERTEC INC,Yes,Evertec,@Evertec_Inc,13837
9/11/17,Evolent Health Inc,EVOLENT HEALTH INC,Yes,Evolent Health,@EvolentHealth,15452
3/3/17,Evolent Health Inc,EVOLENT HEALTH INC,Yes,Evolent Health,@EvolentHealth,15452
9/4/13,Exa Corp,EXA CORP,Yes,Exa Corporation,@ExaCorp,13454
5/6/15,Exar Corp,EXAR CORP,Yes,Exar Corporation,@ExarCorp,87696
3/11/16,Exelixis Inc,EXELIXIS INC,Yes,Exelixis,@ExelixisInc,88159
26/10/16,Exelon Corp,EXELON CORP,Yes,Exelon Corporation,@Exelon,21776
9/8/16,Exelon Corp,EXELON CORP,Yes,Exelon Corporation,@Exelon,21776
10/1/17,EXFO Inc,EXFO INC,Yes,EXFO,@EXFO,88340
1/4/14,Express Inc,EXPRESS INC,Yes,EXPRESS,@express,93373
23/2/15,Express Scripts Holding Co,EXPRESS SCRIPTS HOLDING CO,Yes,Express Scripts,@ExpressScripts,77668
29/4/14,Express Scripts Holding Co,EXPRESS SCRIPTS HOLDING CO,Yes,Express Scripts,@ExpressScripts,77668
27/7/16,F5 Networks Inc,F5 NETWORKS INC,Yes,F5 Networks,@F5Networks,86964
10/2/14,Farmer Brothers Company,FARMER BROS CO,Yes,Farmer Brothers,@Farmer_Brothers,34367
11/9/13,Farmer Brothers Company,FARMER BROS CO,Yes,Farmer Brothers,@Farmer_Brothers,34367
9/8/17,FedNat Holding Co,FEDNAT HOLDING COMPANY,Yes,FedNat,@FedNatTeam,86435
12/5/14,Fibrocell Science Inc,FIBROCELL SCIENCE INC,Yes,Fibrocell,@fibrocell,13896
1/4/13,Fibrocell Science Inc,FIBROCELL SCIENCE INC,Yes,Fibrocell,@fibrocell,13896
19/11/14,Fidelity & Guaranty Life,FIDELITY & GUARANTY LIFE,Yes,FG Life,@fg_life,14337
14/11/16,Fifth Street Asset Managemen,FIFTH STREET ASSET MGMT INC,Yes,Fifth Street,@FifthStreetFSC,15008
23/11/15,Fifth Street Asset Managemen,FIFTH STREET ASSET MGMT INC,Yes,Fifth Street,@FifthStreetFSC,15008
28/10/14,Fifth Street Asset Managemen,FIFTH STREET ASSET MGMT INC,Yes,Fifth Street,@FifthStreetFSC,15008
17/2/17,First American Financial Cor,FIRST AMERICAN FINANCIAL CP,Yes,First American News,@FirstAmNews,93374
19/2/16,First American Financial Cor,FIRST AMERICAN FINANCIAL CP,Yes,First American News,@FirstAmNews,93374
24/4/14,First American Financial Cor,FIRST AMERICAN FINANCIAL CP,Yes,First American News,@FirstAmNews,93374
25/8/15,First Data Corp.,FIRST DATA CORP,Yes,First Data,@FirstData,15703
20/7/15,First Data Corp.,FIRST DATA CORP,Yes,First Data,@FirstData,15703
27/2/15,First Data Corp.,FIRST DATA CORP,Yes,First Data,@FirstData,15703
24/2/15,First Niagara Financial Grou,FIRST NIAGARA FINANCIAL GRP,Yes,KeyBank,@keybank,85994
9/11/15,First Solar Inc,FIRST SOLAR INC,Yes,First Solar,@FirstSolar,91611
19/12/16,First United Corp,FIRST UNITED CORP,Yes,First United,@MyBank,77889
9/3/15,First United Corp,FIRST UNITED CORP,Yes,First United,@MyBank,77889
16/3/15,Flagstar Bancorp Inc.,FLAGSTAR BANCORP INC,Yes,Flagstar,@flagstar,84734
27/7/17,Flowserve Corp.,FLOWSERVE CORP,Yes,Flowserve,@Flowserve,30940
10/8/16,Fogo de Chao Inc,FOGO DE CHAO INC,Yes,Fogo de Cho,@fogorestaurants,15426
30/3/16,Fogo de Chao Inc,FOGO DE CHAO INC,Yes,Fogo de Cho,@fogorestaurants,15426
7/3/14,FormFactor Inc,FORMFACTOR INC,Yes,FormFactor Inc,@FormFactorInc,89753
13/3/14,Forrester Research Inc,FORRESTER RESEARCH INC,Yes,Forrester,@forrester,84210
12/11/13,Forrester Research Inc,FORRESTER RESEARCH INC,Yes,Forrester,@forrester,84210
28/3/13,Fortegra Financial Corp,FORTEGRA FINANCIAL CORP,Yes,Fortegra,@Fortegra,12450
27/10/16,Fortive Corp,FORTIVE CORP,Yes,Fortive Corporation,@FortiveCorp,16087
12/9/13,Fred's Inc,FREDS INC,Yes,Fred's,@FredsInc,77420
14/3/17,FTD Companies Inc,FTD COMPANIES INC,Yes,FTD Flowers,@ftdflowers,14247
16/11/17,FTE Networks Inc,FTE NETWORKS INC,Yes,"FTE Networks, Inc.",@IrFte,17182
7/6/13,FuelCell Energy Inc,FUELCELL ENERGY INC,Yes,,,77699
2/4/14,GameStop Corp.,GAMESTOP CORP,Yes,GameStop,@GameStop,89301
11/5/16,GCP Applied Technologies Inc,GCP APPLIED TECHNOLOGIES IN,Yes,GCP Applied Tech,@gcpAppliedTech,15917
30/3/16,GCP Applied Technologies Inc,GCP APPLIED TECHNOLOGIES IN,Yes,GCP Applied Tech,@gcpAppliedTech,15917
1/3/13,Geeknet Inc,GEEKNET INC,Yes,ThinkGeek,@thinkgeek,87498
7/8/13,General Cable Corp.,GENERAL CABLE CORP/DE,Yes,General Cable,@GeneralCableNA,84776
30/10/17,General Electric Co,GENERAL ELECTRIC CO,Yes,General Electric,@generalelectric,12060
5/5/16,General Moly Inc,GENERAL MOLY INC,Yes,GeneralMoly,@GeneralMoly_IR,91418
2/11/17,Genie Energy Ltd,GENIE ENERGY LTD,Yes,Genie Energy,@GenieEnergy,13019
9/11/16,Genie Energy Ltd,GENIE ENERGY LTD,Yes,Genie Energy,@GenieEnergy,13019
14/11/16,Genius Brands International,GENIUS BRANDS INTL INC,Yes,Genius Brands,@GNUSBrands,16463
26/2/13,Genuine Parts Co,GENUINE PARTS CO,Yes,NAPA AUTO PARTS,@NAPAKnowHow,46674
5/8/15,Genworth Financial Inc,GENWORTH FINANCIAL INC,Yes,Genworth,@Genworth,90162
30/4/13,Genworth Financial Inc,GENWORTH FINANCIAL INC,Yes,Genworth,@Genworth,90162
10/11/15,Gevo Inc,GEVO INC,Yes,Gevo,@Gevo_Inc,12579
13/3/14,Gigamon Inc,GIGAMON INC,Yes,Gigamon,@gigamon,13992
7/8/13,Gladstone Land Corp,GLADSTONE LAND CORP,Yes,TheGladstoneComp.,@GladstoneComps,13756
27/2/15,Glatfelter (P.H.) Co,GLATFELTER,Yes,Glatfelter,@Glatfelter,57154
8/8/16,Global Net Lease Inc,GLOBAL NET LEASE INC,Yes,Global Net Lease,@GlobalNetLease,15455
3/4/15,Global Net Lease Inc,GLOBAL NET LEASE INC,Yes,Global Net Lease,@GlobalNetLease,15455
7/8/17,GlobalSCAPE Inc,GLOBALSCAPE INC,Yes,Globalscape,@globalscape,92174
31/10/13,Globus Medical Inc,GLOBUS MEDICAL INC,Yes,Globus Medical,@GlobusMedical,13543
6/8/13,Glu Mobile Inc,GLU MOBILE INC,Yes,Glu Games,@glumobile,91900
30/6/17,GMS Inc,GMS INC,Yes,Gypsum Management an,@gmscompanies,16076
12/7/16,GMS Inc,GMS INC,Yes,Gypsum Management an,@gmscompanies,16076
3/11/16,Gogo Inc,GOGO INC,Yes,Gogo,@Gogo,13956
25/2/16,Gogo Inc,GOGO INC,Yes,Gogo,@Gogo,13956
9/3/16,Gold Resource Corp,GOLD RESOURCE CORP,Yes,Gold Resource Corp,@resource_gold,12049
28/4/17,Goodyear Tire & Rubber Co,GOODYEAR TIRE & RUBBER CO,Yes,Goodyear Blimp,@GoodyearBlimp,16432
29/10/15,Goodyear Tire & Rubber Co,GOODYEAR TIRE & RUBBER CO,Yes,Goodyear Blimp,@GoodyearBlimp,16432
11/8/14,GoPro Inc,GOPRO INC,Yes,GoPro,@GoPro,14694
26/2/16,Graham Holdings Co,GRAHAM HOLDINGS CO,Yes,Graham Holdings Co,@grahamholdings,53225
27/2/15,Graham Holdings Co,GRAHAM HOLDINGS CO,Yes,Graham Holdings Co,@grahamholdings,53225
28/2/14,Graham Holdings Co,GRAHAM HOLDINGS CO,Yes,Graham Holdings Co,@grahamholdings,53225
28/10/16,Granite Construction Inc.,GRANITE CONSTRUCTION INC,Yes,Granite Construction,@Granite,76135
3/3/14,Granite Construction Inc.,GRANITE CONSTRUCTION INC,Yes,Granite Construction,@Granite,76135
13/3/17,Green Brick Partners Inc,GREEN BRICK PARTNERS INC,Yes,Green Brick Partners,@GreenBrickInc,92089
1/3/13,Green Dot Corp,GREEN DOT CORP,Yes,Green Dot,@greendotcards,11664
29/4/13,Grupo Aeroportuario del Cent,GRUPO AEROPORTUARIO DEL CEN,Yes,OMA Aeropuertos,@OMAeropuertos,91617
12/4/17,Grupo Aeroportuario Del Paci,GRUPO AEROPORTUARIO DEL PAC,Yes,Aeropuertos GAP,@aeropuertosGAP,91112
15/3/16,GSE Systems Inc,GSE SYSTEMS INC,Yes,GSE Systems,@GSESystems,81869
6/11/15,GTT Communications Inc,GTT COMMUNICATIONS INC,Yes,GTT,@GTTCOMM,13993
24/2/14,Guidance Software Inc,GUIDANCE SOFTWARE INC,Yes,OpenText,@OpenText,91666
15/3/17,GWG Holdings Inc,GWG HOLDINGS INC,Yes,GWG Life,@GWGLife,14930
6/11/14,Hanger Inc,HANGER INC,Yes,Hanger Clinic,@HangerNews,10051
29/10/13,Hanger Inc,HANGER INC,Yes,Hanger Clinic,@HangerNews,10051
4/3/13,Hanger Inc,HANGER INC,Yes,Hanger Clinic,@HangerNews,10051
3/11/16,Harman International Industr,HARMAN INTERNATIONAL INDS,Yes,HARMAN,@Harman,75224
6/11/15,Harris Corp,HARRIS CORP,Yes,Harris Corporation,@HarrisCorp,25582
1/3/13,Hartford Financial Services,HARTFORD FINANCIAL SERVICES,Yes,The Hartford,@TheHartford,82775
11/12/14,HealthEquity Inc,HEALTHEQUITY INC,Yes,HealthEquity,@HealthEquity,14803
31/7/14,HealthStream Inc,HEALTHSTREAM INC,Yes,HealthStream,@HealthStream,88167
9/2/15,Henry (Jack) & Associates In,HENRY (JACK) & ASSOCIATES,Yes,Jack Henry & Associa,@JackHenryAssoc,88664
27/8/14,Henry (Jack) & Associates In,HENRY (JACK) & ASSOCIATES,Yes,Jack Henry & Associa,@JackHenryAssoc,88664
8/8/17,Herc Holdings Inc,HERC HOLDINGS INC,Yes,Herc Rentals,@HercRentalsInc,91575
9/5/17,Herc Holdings Inc,HERC HOLDINGS INC,Yes,Herc Rentals,@HercRentalsInc,91575
9/8/16,Herc Holdings Inc,HERC HOLDINGS INC,Yes,Herc Rentals,@HercRentalsInc,91575
9/11/15,Herc Holdings Inc,HERC HOLDINGS INC,Yes,Herc Rentals,@HercRentalsInc,91575
13/5/14,Herc Holdings Inc,HERC HOLDINGS INC,Yes,Herc Rentals,@HercRentalsInc,91575
3/3/14,Herc Holdings Inc,HERC HOLDINGS INC,Yes,Herc Rentals,@HercRentalsInc,91575
6/1/16,Herman Miller Inc,MILLER (HERMAN) INC,Yes,Herman Miller,@HermanMiller,54114
26/2/16,Hershey Co (The),HERSHEY CO,Yes,The Hershey Company,@HersheyCompany,16600
8/8/17,Hertz Global Holdings Inc,HERTZ GLOBAL HOLDINGS INC,Yes,Hertz,@Hertz,16086
6/3/17,Hertz Global Holdings Inc,HERTZ GLOBAL HOLDINGS INC,Yes,Hertz,@Hertz,16086
19/10/15,Hill International Inc,HILL INTERNATIONAL INC,Yes,Hill International,@Hillintl,91355
4/2/14,Hillenbrand Inc,HILLENBRAND INC,Yes,Hillenbrand,@HillenbrandInc,92597
31/10/14,Hilton Worldwide Holdings In,HILTON WORLDWIDE HOLDINGS,Yes,Paris Hilton Fans,@HiltonWorld,14338
15/3/13,HomeStreet Inc,HOMESTREET INC,Yes,HomeStreet Bank,@HomeStreetBank,13278
9/11/17,HomeTrust Bancshares Inc,HOMETRUST BANCSHARES INC,Yes,HomeTrust Bank,@HomeTrust_Bank,13534
25/6/13,Honda Motor Co Ltd,HONDA MOTOR CO LTD,Yes,Honda ??????(?),@HondaJP,59555
9/5/16,Horizon Pharma Plc,HORIZON PHARMA PLC,Yes,Horizon Pharma plc,@HZNPplc,12919
13/3/14,Horizon Pharma Plc,HORIZON PHARMA PLC,Yes,Horizon Pharma plc,@HZNPplc,12919
18/2/16,Hubbell Inc,HUBBELL INC,Yes,Hubbell Incorporated,@HubbellCorp,32942
19/2/15,Hubbell Inc,HUBBELL INC,Yes,Hubbell Incorporated,@HubbellCorp,32942
31/3/17,Hudbay Minerals Inc,HUDBAY MINERALS INC,Yes,Hudbay Minerals,@HudBayMinerals,12332
8/5/14,Huntington Ingalls Industrie,HUNTINGTON INGALLS IND INC,Yes,Huntington Ingalls I,@HIIndustries,12623
27/2/13,Huntington Ingalls Industrie,HUNTINGTON INGALLS IND INC,Yes,Huntington Ingalls I,@HIIndustries,12623
26/2/14,Huron Consulting Group Inc,HURON CONSULTING GROUP INC,Yes,Huron,@Huron,90409
30/10/13,Hyatt Hotels Corp,HYATT HOTELS CORP,Yes,Huron,@Huron,93098
2/3/15,IBERIABANK Corp,IBERIABANK CORP,Yes,IBERIABANK,@IBERIABANK,81564
1/3/13,IBERIABANK Corp,IBERIABANK CORP,Yes,IBERIABANK,@IBERIABANK,81564
9/11/16,Iconix Brand Group Inc,ICONIX BRAND GROUP INC,Yes,Iconix Brand Group,@Iconix,76215
18/2/16,Iconix Brand Group Inc,ICONIX BRAND GROUP INC,Yes,Iconix Brand Group,@Iconix,76215
10/8/15,Iconix Brand Group Inc,ICONIX BRAND GROUP INC,Yes,Iconix Brand Group,@Iconix,76215
13/11/13,Identiv Inc,IDENTIV INC,Yes,Identiv,@IdentivInc,85502
19/3/13,Identiv Inc,IDENTIV INC,Yes,Identiv,@IdentivInc,85502
7/5/15,IEC Electronics Corp,IEC ELECTRONICS CORP,Yes,IEC Electronics,@IECElectronics,78892
9/2/15,IEC Electronics Corp,IEC ELECTRONICS CORP,Yes,IEC Electronics,@IECElectronics,78892
1/5/13,IEC Electronics Corp,IEC ELECTRONICS CORP,Yes,IEC Electronics,@IECElectronics,78892
28/8/15,II VI Inc,II-VI INC,Yes,II-VI,@iiviinc,11752
21/2/13,Imax Corp,IMAX CORP,Yes,IMAX,@IMAX,80635
30/3/16,Immune Pharmaceuticals Inc,IMMUNE PHARMACEUTICALS INC,Yes,ImmunePharma,@ImmunePharma,91078
17/11/16,Impinj Inc,IMPINJ INC,Yes,Impinj,@Impinj,16182
15/11/16,Impinj Inc,IMPINJ INC,Yes,Impinj,@Impinj,16182
2/9/16,Impinj Inc,IMPINJ INC,Yes,Impinj,@Impinj,16182
14/11/14,inContact Inc,INCONTACT INC,Yes,NICE inContact,@inContact,92320
18/3/13,inContact Inc,INCONTACT INC,Yes,NICE inContact,@inContact,92320
11/5/15,Independence Contract Drilli,INDEPENDENCE CONTRACT DRLLN,Yes,ICDrilling (NYSE),@ICDShaleDriller,14852
15/7/14,India Globalization Capital,INDIA GLOBALIZATION CAPITAL,Yes,"IGC, Inc",@IGCIR,91201
8/5/14,Infinity Property and Casual,INFINITY PROPERTY & CAS COR,Yes,Infinity Auto,@InfinityAuto,89681
12/1/16,ING Groep NV,ING GROEP NV,Yes,ING,@ING_news,85081
26/4/16,Ingersoll-Rand PLC,INGERSOLL-RAND PLC,Yes,IngersollRand,@IngersollRand,12431
27/10/15,Ingersoll-Rand PLC,INGERSOLL-RAND PLC,Yes,IngersollRand,@IngersollRand,12431
22/10/14,Ingersoll-Rand PLC,INGERSOLL-RAND PLC,Yes,IngersollRand,@IngersollRand,12431
23/4/14,Ingersoll-Rand PLC,INGERSOLL-RAND PLC,Yes,IngersollRand,@IngersollRand,12431
2/3/17,Ingevity Corp,INGEVITY CORP,Yes,Ingevity,@ingevity,16044
9/8/16,InnerWorkings Inc,INNERWORKINGS INC,Yes,"InnerWorkings, Inc.",@INWK_Inc,91432
18/2/14,InnerWorkings Inc,INNERWORKINGS INC,Yes,"InnerWorkings, Inc.",@INWK_Inc,91432
15/3/16,Inseego Corp,INSEEGO CORP,Yes,Inseego,@inseego,88807
18/3/14,Interactive Brokers Group In,INTERACTIVE BROKERS GROUP,Yes,Interactive Brokers,@IBKR,92043
8/3/13,Interactive Brokers Group In,INTERACTIVE BROKERS GROUP,Yes,Interactive Brokers,@IBKR,92043
11/8/14,Intercept Pharmaceuticals In,INTERCEPT PHARMA INC,Yes,Intercept Pharma,@InterceptPharma,13643
8/5/17,International Flavors & Frag,INTL FLAVORS & FRAGRANCES,Yes,IFF Inc.,@IFF,40272
1/3/16,International Flavors & Frag,INTL FLAVORS & FRAGRANCES,Yes,IFF Inc.,@IFF,40272
8/8/16,International Flavors & Frag,INTL FLAVORS & FRAGRANCES,Yes,IFF Inc.,@IFF,40272
17/12/13,INTL FCStone Inc,INTL FCSTONE INC,Yes,INTL FCStone,@INTLFCStone,81254
8/8/17,Investors Title Co,INVESTORS TITLE CO,Yes,Investors Title,@invtitle,10901
9/5/14,Investors Title Co,INVESTORS TITLE CO,Yes,Investors Title,@invtitle,10901
7/11/16,Invitae Corp,INVITAE CORP,Yes,Invitae,@Invitae,15198
13/5/15,Invuity Inc,INVUITY INC,Yes,Invuity,@Invuity,15428
3/5/13,iRobot Corp,IROBOT CORP,Yes,iRobot,@iRobot,90971
23/2/17,Iron Mountain Inc,IRON MOUNTAIN INC,Yes,Iron Mountain,@IronMountain,83143
31/7/14,Iron Mountain Inc,IRON MOUNTAIN INC,Yes,Iron Mountain,@IronMountain,83143
1/3/16,Itron Inc,ITRON INC,Yes,"Itron, Inc.",@ItronInc,79839
27/2/13,ITT Inc,ITT INC,Yes,ITT Inc.,@ITT_Inc,12570
4/3/14,Ixia,IXIA,Yes,Ixia,@IXIAcom,88750
19/3/13,Ixia,IXIA,Yes,Ixia,@IXIAcom,88750
10/3/14,Jamba Inc,JAMBA INC,Yes,Jamba Juice,@JambaJuice,90795
1/5/17,JD.com Inc,JD.COM INC  -ADR,Yes,JD.com,@JD_Corporate,14655
8/11/17,JELD-WEN Holding Inc,JELD-WEN HOLDING INC,Yes,JELD-WEN,@JELDWEN,16554
9/5/17,JELD-WEN Holding Inc,JELD-WEN HOLDING INC,Yes,JELD-WEN,@JELDWEN,16554
3/3/17,JELD-WEN Holding Inc,JELD-WEN HOLDING INC,Yes,JELD-WEN,@JELDWEN,16554
1/6/16,JELD-WEN Holding Inc,JELD-WEN HOLDING INC,Yes,JELD-WEN,@JELDWEN,16554
12/11/15,Jernigan Capital Inc,JERNIGAN CAPITAL INC,Yes,Dean Jernigan,@deanjernigan,15259
30/4/13,JinkoSolar Holding Co Ltd,JINKOSOLAR HOLDING CO,Yes,Jinko Solar,@JinkoSolarCoLtd,93380
13/11/15,Johnson Controls Internation,JOHNSON CONTROLS INTL PLC,Yes,Johnson Controls,@johnsoncontrols,45356
8/11/17,Jones Energy Inc,JONES ENERGY INC,Yes,"Jones Energy, Inc.",@jonesenergy,14026
7/8/17,Jones Energy Inc,JONES ENERGY INC,Yes,"Jones Energy, Inc.",@jonesenergy,14026
8/5/15,Jones Energy Inc,JONES ENERGY INC,Yes,"Jones Energy, Inc.",@jonesenergy,14026
25/2/15,Jones Energy Inc,JONES ENERGY INC,Yes,"Jones Energy, Inc.",@jonesenergy,14026
14/3/14,Jones Energy Inc,JONES ENERGY INC,Yes,"Jones Energy, Inc.",@jonesenergy,14026
8/11/13,Kansas City Life Insurance C,KANSAS CITY LIFE INS CO,Yes,Kansas City Life,@KansasCityLife,47088
