eventDate,CONML,CONM,With_Twitter_account,twitter_acc_company_name,twitter_account_name,code
18/10/17,SUPERVALU INC.,SUPERVALU INC,Yes,SUPERVALU PR,@supervaluPR,44951
28/7/15,SUPERVALU INC.,SUPERVALU INC,Yes,SUPERVALU PR,@supervaluPR,44951
24/3/14,Surgical Care Affiliates Inc,SURGICAL CARE AFFILIATES IN,Yes,SCA,@SCAsolutions,14260
8/5/14,Symantec Corp,SYMANTEC CORP,Yes,Symantec,@symantec,75607
12/5/17,Synchronoss Technologies Inc,SYNCHRONOSS TECHNOLOGIES,Yes,Synchronoss,@Synchronoss,91366
29/1/15,SYNNEX Corp,SYNNEX CORP,Yes,SYNNEX Corporation,@SYNNEX,89900
9/11/17,Sysco Corp,SYSCO CORP,Yes,Sysco Corporation,@Sysco,52038
6/5/13,Tableau Software Inc,TABLEAU SOFTWARE INC,Yes,Tableau Software,@tableau,13914
9/11/15,Talen Energy Corp,TALEN ENERGY CORP,Yes,Talen Energy,@TalenEnergy,15335
7/10/13,Tandem Diabetes Care Inc,TANDEM DIABETES CARE INC,Yes,Tandem Diabetes Care,@TandemDiabetes,14325
23/2/16,Tanger Factory Outlet Center,TANGER FACTORY OUTLET CTRS,Yes,Tanger Outlets,@TangerOutlets,79238
12/11/13,Tanger Factory Outlet Center,TANGER FACTORY OUTLET CTRS,Yes,Tanger Outlets,@TangerOutlets,79238
11/4/16,TapImmune Inc,TAPIMMUNE INC,Yes,TapImmune,@Tapimmune_Inc,16472
29/4/14,Team Health Holdings Inc,TEAM HEALTH HOLDINGS INC,Yes,TeamHealth,@teamhealth,93185
21/3/13,Tech Data Corp,TECH DATA CORP,Yes,Tech data,@Tech_Data,10182
24/7/17,TechnipFMC plc,TECHNIPFMC PLC,Yes,TechnipFMC,@TechnipFMC,16538
29/3/16,Tecnoglass Inc,TECNOGLASS INC,Yes,Tecnoglass Inc,@TecnoglassInc,13403
7/5/15,Tecnoglass Inc,TECNOGLASS INC,Yes,Tecnoglass Inc,@TecnoglassInc,13403
15/4/15,Tecnoglass Inc,TECNOGLASS INC,Yes,Tecnoglass Inc,@TecnoglassInc,13403
30/5/13,Tecnoglass Inc,TECNOGLASS INC,Yes,Tecnoglass Inc,@TecnoglassInc,13403
12/4/17,Telecom Italia SPA,TELECOM ITALIA SPA,Yes,TIM Official,@TIM_Official,89817
4/4/16,Telefonaktiebolaget LM Erics,TELEFONAKTIEBOLAGET LM ERIC,Yes,Ericsson,@ericsson,33452
1/5/15,"Tenaris SA, Luxembourg",TENARIS SA,Yes,Tenaris,@Tenaris,89637
1/5/15,Ternium SA,TERNIUM SA -ADR,Yes,Ternium,@Ternium,91125
17/3/15,Tesco Corp,TESCO CORP,Yes,Tesco Corporation,@Tesco_Corp,84338
4/3/13,Tesla Inc,TESLA INC,Yes,Tesla,@Tesla,93436
21/3/13,TG Therapeutics Inc,TG THERAPEUTICS INC,Yes,TG Therapeutics,@TGTherapeutics,82670
1/11/13,Thermo Fisher Scientific Inc,THERMO FISHER SCIENTIFIC IN,Yes,Thermo Fisher,@thermofisher,62092
27/6/14,TigerLogic Corp,TIGERLOGIC CORP,Yes,TigerLogic,@tigerlogic,11781
27/2/15,Tile Shop Holdings Inc,TILE SHOP HOLDINGS INC,Yes,The Tile Shop,@TheTileShop,13563
20/2/13,Tile Shop Holdings Inc,TILE SHOP HOLDINGS INC,Yes,The Tile Shop,@TheTileShop,13563
30/3/16,Tilly's Inc,TILLY'S INC,Yes,Tillys,@Tillys,13399
11/6/14,Tilly's Inc,TILLY'S INC,Yes,Tillys,@Tillys,13399
3/2/17,Tim Participacoes SA,TIM PARTICIPACOES SA,Yes,TIM Brasil,@TIMBrasil,12972
14/4/16,Tim Participacoes SA,TIM PARTICIPACOES SA,Yes,TIM Brasil,@TIMBrasil,12972
28/2/14,Timken Co (The),TIMKEN CO,Yes,The Timken Company,@Timken,14795
16/3/17,TimkenSteel Corp,TIMKENSTEEL CORP,Yes,TimkenSteel,@TimkenSteel,14684
6/11/15,Titan International Inc,TITAN INTERNATIONAL INC,Yes,Titan International,@titan_tire,79198
9/9/14,Titan Machinery Inc,TITAN MACHINERY INC,Yes,Titan Machinery CE,@TitanCE,92471
7/3/17,Toll Brothers Inc.,TOLL BROTHERS INC,Yes,"Toll Brothers, Inc",@tollbrothersinc,70228
16/7/13,Toll Brothers Inc.,TOLL BROTHERS INC,Yes,"Toll Brothers, Inc",@tollbrothersinc,70228
17/6/16,Trade Desk Inc (The),TRADE DESK INC,Yes,The Trade Desk,@TheTradeDesk,16309
9/6/16,Trans World Entertainment Co,TRANS WORLD ENTMT CORP,Yes,FYE,@officialfye,10514
16/4/15,Trans World Entertainment Co,TRANS WORLD ENTMT CORP,Yes,FYE,@officialfye,10514
17/3/14,TravelCenters of America LLC,TRAVELCENTERS OF AMERICA LL,Yes,TravelCentersTAPetro,@TATravelCenters,91727
10/11/15,Trimble Inc,TRIMBLE INC,Yes,Trimble,@TrimbleCorpNews,76230
11/8/14,Trinseo SA,TRINSEO SA,Yes,Trinseo,@Trinseo,14755
14/3/16,tronc inc,TRONC INC,Yes,tronc,@tronc,14781
22/2/16,TrueBlue Inc,TRUEBLUE INC,Yes,TrueBlue,@TBStaffing,83671
28/7/14,TrueBlue Inc,TRUEBLUE INC,Yes,TrueBlue,@TBStaffing,83671
12/3/15,TrueCar Inc,TRUECAR INC,Yes,TrueCar,@TrueCar,14677
6/11/14,Trustmark Corp,TRUSTMARK CORP,Yes,Trustmark,@Trustmark_Bank,35263
25/2/14,Tupperware Brands Corp,TUPPERWARE BRANDS CORP,Yes,Tupperware Brands,@TupperwareWW,83462
27/3/17,Turquoise Hill Resources Ltd,TURQUOISE HILL RESOURCES LT,Yes,TurquoiseHill,@TurquoiseHillRe,89911
14/11/13,Turquoise Hill Resources Ltd,TURQUOISE HILL RESOURCES LT,Yes,TurquoiseHill,@TurquoiseHillRe,89911
7/5/15,Turtle Beach Corp,TURTLE BEACH CORP,Yes,Turtle Beach,@TurtleBeach,13328
7/11/14,Twenty-First Century Fox Inc,TWENTY-FIRST CENTURY FOX IN,Yes,21st Century Fox,@21CF,90441
6/2/13,Twin Disc Inc,TWIN DISC INC,Yes,"Twin Disc, Inc.",@twindisc,59600
12/6/17,Tyme Technologies Inc,TYME TECHNOLOGIES INC,Yes,Tyme Inc.,@tyme_inc,16834
27/8/14,U.S. Global Investors Inc,U S GLOBAL INVESTORS INC,Yes,US Global Investors,@USFunds,91287
9/8/17,UFP Technologies Inc,UFP TECHNOLOGIES INC,Yes,UFP Technologies,@UFPT,80050
4/11/15,Under Armour Inc,UNDER ARMOUR INC,Yes,Under Armour,@UnderArmour,90979
1/5/17,Unicure NV,UNIQURE NV,Yes,uniQure,@uniQure_NV,14466
8/5/16,Unilife Corp,UNILIFE CORP,Yes,Unilife Corporation,@unilife,93270
10/11/14,United Community Banks Inc,UNITED COMMUNITY BANKS INC,Yes,United Community Ban,@ucbi,89323
1/4/14,United Development Funding I,UNITED DEV FUNDING IV,Yes,UDFIV,@UDFIV,14709
12/9/16,United Natural Foods Inc,UNITED NATURAL FOODS INC,Yes,United Natural Foods,@UNFI,84275
6/3/13,United Natural Foods Inc,UNITED NATURAL FOODS INC,Yes,United Natural Foods,@UNFI,84275
24/2/17,United States Cellular Corp,US CELLULAR CORP,Yes,U.S. Cellular,@USCellular,75320
26/2/13,United States Cellular Corp,US CELLULAR CORP,Yes,U.S. Cellular,@USCellular,75320
29/2/16,United States Steel Corp,UNITED STATES STEEL CORP,Yes,U. S. Steel,@U_S_Steel,76644
30/7/14,United States Steel Corp,UNITED STATES STEEL CORP,Yes,U. S. Steel,@U_S_Steel,76644
7/5/14,Universal Health Services In,UNIVERSAL HEALTH SVCS INC,Yes,"UHS, Inc.",@UHS_Inc,79637
3/12/14,Universal Technical Institut,UNIVERSAL TECHNICAL INST,Yes,Universal Technical,@UTITweet,89973
27/4/16,US Concrete Inc,U S CONCRETE INC,Yes,U.S. Concrete,@USConcrete,12588
16/3/17,US Physical Therapy Inc,U S PHYSICAL THERAPY INC,Yes,US Physical Therapy,@USPhysTherapy,77629
13/5/16,USA Technologies Inc,USA TECHNOLOGIES INC,Yes,USA Technologies,@USA_TECH,91910
30/4/14,USA Truck Inc,USA TRUCK INC,Yes,USA Truck Recruit,@usatruckrecruit,77425
27/9/13,Vail Resorts Inc.,VAIL RESORTS INC,Yes,VailResorts,@VailResorts,84588
8/8/17,Valvoline Inc,VALVOLINE INC,Yes,Valvoline,@Valvoline,16338
5/8/15,Vectrus Inc,VECTRUS INC,Yes,Vectrus,@Vectrus,14884
16/11/17,Venator Materials PLC,VENATOR MATERIALS PLC,Yes,Venator,@VenatorCorp,16875
2/12/15,Verint Systems Inc,VERINT SYSTEMS INC,Yes,Verint,@Verint,89397
5/6/14,Veritiv Corp,VERITIV CORP,Yes,Veritiv,@Veritiv,14751
4/4/14,Veritiv Corp,VERITIV CORP,Yes,Veritiv,@Veritiv,14751
27/1/17,Veritone Inc,VERITONE INC,Yes,Veritone,@veritoneinc,16712
27/1/17,Veritone Inc,VERITONE INC,Yes,Veritone,@veritoneinc,16712
20/3/17,Verso Corp,VERSO CORP,Yes,Verso Corporation,@VersoCo,16158
16/2/16,Vertex Pharmaceuticals Inc,VERTEX PHARMACEUTICALS INC,Yes,Vertex,@VertexPharma,76744
11/8/16,Viavi Solutions Inc,VIAVI SOLUTIONS INC,Yes,VIAVI Solutions,@ViaviSolutions,79879
26/4/16,Virco Mfg. Corp,VIRCO MFG. CORP,Yes,Virco,@VircoInc,59627
24/4/15,Virco Mfg. Corp,VIRCO MFG. CORP,Yes,Virco,@VircoInc,59627
16/6/14,Virco Mfg. Corp,VIRCO MFG. CORP,Yes,Virco,@VircoInc,59627
17/11/17,Visa Inc,VISA INC,Yes,Visa,@Visa,92611
8/11/17,Vitamin Shoppe Inc,VITAMIN SHOPPE INC,Yes,The Vitamin Shoppe,@VitaminShoppe,93071
26/9/14,Vivint Solar Inc,VIVINT SOLAR INC,Yes,Vivint Solar,@VivintSolar,14982
9/5/17,Vonage Holdings Corp,VONAGE HOLDINGS CORP,Yes,Vonage,@Vonage,91237
15/5/13,VOXX International Corp,VOXX INTERNATIONAL CORP,Yes,VOXX International,@VOXX_Intl,75033
25/2/16,Voya Financial Inc,VOYA FINANCIAL INC,Yes,Voya,@Voya,13904
7/8/15,Voya Financial Inc,VOYA FINANCIAL INC,Yes,Voya,@Voya,13904
26/2/16,W. P. Carey Inc,W P CAREY INC,Yes,W. P. Carey Inc.,@WPCarey,85763
7/8/15,W. P. Carey Inc,W P CAREY INC,Yes,W. P. Carey Inc.,@WPCarey,85763
27/2/14,WageWorks Inc,WAGEWORKS INC,Yes,WageWorks,@WageWorks,13400
6/11/14,Washington Trust Bancorp Inc,WASHINGTON TR BANCORP INC,Yes,Washington Trust,@WashTrust,11397
29/10/14,Waste Management Inc.,WASTE MANAGEMENT INC,Yes,Waste Management,@WasteManagement,11955
8/11/16,Web.com Group Inc,WEB.COM GROUP INC,Yes,Web.com,@webdotcom,90984
2/8/13,Web.com Group Inc,WEB.COM GROUP INC,Yes,Web.com,@webdotcom,90984
9/8/16,Webster Financial Corp,WEBSTER FINANCIAL CORP,Yes,Webster Bank,@WebsterBank,10932
9/5/16,Webster Financial Corp,WEBSTER FINANCIAL CORP,Yes,Webster Bank,@WebsterBank,10932
10/11/15,Weis Markets Inc.,WEIS MARKETS INC,Yes,Weis Markets,@WeisMarkets,42059
6/11/14,Weis Markets Inc.,WEIS MARKETS INC,Yes,Weis Markets,@WeisMarkets,42059
22/2/17,Welltower Inc,WELLTOWER INC,Yes,Welltower,@Welltower,65947
3/3/16,Wendy's Co,WENDY'S CO,Yes,Wendy's,@Wendys,19828
27/2/14,Wendy's Co,WENDY'S CO,Yes,Wendy's,@Wendys,19828
6/11/14,Wendy's Co,WENDY'S CO,Yes,Wendy's,@Wendys,19828
28/2/13,Wendy's Co,WENDY'S CO,Yes,Wendy's,@Wendys,19828
3/11/17,WESCO International Inc,WESCO INTL INC,Yes,WESCO Distribution,@WESCOcorp,86876
22/2/16,WESCO International Inc,WESCO INTL INC,Yes,WESCO Distribution,@WESCOcorp,86876
7/8/13,WESCO International Inc,WESCO INTL INC,Yes,WESCO Distribution,@WESCOcorp,86876
27/2/14,West Marine Inc,WEST MARINE INC,Yes,westmarine,@westmarine,79884
28/10/15,Westell Technologies Inc,WESTELL TECH INC  -CL A,Yes,Westell Technologies,@Westell_Tech,82762
16/3/15,Western Asset Mortgage Capit,WESTERN ASSET MTG CAPITAL C,Yes,Western Asset,@WesternAsset,13401
17/3/14,Western Asset Mortgage Capit,WESTERN ASSET MTG CAPITAL C,Yes,Western Asset,@WesternAsset,13401
2/4/13,Western Asset Mortgage Capit,WESTERN ASSET MTG CAPITAL C,Yes,Western Asset,@WesternAsset,13401
7/5/13,Westlake Chemical Corp,WESTLAKE CHEMICAL CORP,Yes,Westlake Chemical,@WESTLAKECHEM,90312
24/2/17,Westmoreland Coal Co,WESTMORELAND COAL CO,Yes,Westmoreland Careers,@WestmorelandCO,59467
8/3/13,Westport Fuel Systems Inc,WESTPORT FUEL SYSTEMS INC,Yes,WestportFuelSystems,@WestportDotCom,92776
29/7/15,Westwood Holdings Group Inc.,WESTWOOD HOLDINGS GROUP INC,Yes,Westwood,@westwood_group,89443
23/10/14,Westwood Holdings Group Inc.,WESTWOOD HOLDINGS GROUP INC,Yes,Westwood,@westwood_group,89443
1/8/13,WEX Inc,WEX INC,Yes,WEX Inc.,@WEXIncNews,90569
4/8/16,Wheeler Real Estate Investme,WHEELER REAL ESTATE INVT TR,Yes,WHLR REIT,@WheelerREIT,13700
3/3/14,Williams Partners LP,WILLIAMS PARTNERS LP,Yes,Williams,@WilliamsUpdates,11003
7/11/16,Windstream Holdings Inc,WINDSTREAM HOLDINGS INC,Yes,Windstream,@Windstream,91391
6/8/15,Windstream Holdings Inc,WINDSTREAM HOLDINGS INC,Yes,Windstream,@Windstream,91391
7/5/15,Windstream Holdings Inc,WINDSTREAM HOLDINGS INC,Yes,Windstream,@Windstream,91391
19/2/13,Windstream Holdings Inc,WINDSTREAM HOLDINGS INC,Yes,Windstream,@Windstream,91391
2/5/13,WNS (Holdings) Ltd,WNS (HOLDINGS) LTD -ADR,Yes,WNS Global Services,@wnsholdings,91390
11/3/15,Workiva Inc,WORKIVA INC,Yes,Workiva,@Workiva,15119
8/12/14,Workiva Inc,WORKIVA INC,Yes,Workiva,@Workiva,15119
18/2/15,World Wrestling Entertainmen,WORLD WRESTLING ENTMT INC,Yes,WWE Investor,@WWEinvestor,87356
3/5/13,World Wrestling Entertainmen,WORLD WRESTLING ENTMT INC,Yes,WWE Investor,@WWEinvestor,87356
9/5/17,WSFS Financial Corp,WSFS FINANCIAL CORP,Yes,WSFS Bank,@WSFS,10892
9/11/16,WSFS Financial Corp,WSFS FINANCIAL CORP,Yes,WSFS Bank,@WSFS,10892
29/2/16,Wynn Resorts Ltd,WYNN RESORTS LTD,Yes,Wynn Las Vegas,@WynnLasVegas,89533
13/8/15,Xenon Pharmaceuticals Inc,XENON PHARMACEUTICALS INC,Yes,Xenon Pharma,@XenonPharma,15089
7/8/17,Xerox Corp,XEROX CORP,Yes,Xerox,@Xerox,27983
24/7/15,Xerox Corp,XEROX CORP,Yes,Xerox,@Xerox,27983
3/3/14,Yelp Inc,YELP INC,Yes,Yelp,@Yelp,13318
15/3/16,Zafgen Inc,ZAFGEN INC,Yes,Zafgen,@Zafgen,14711
18/4/14,Zafgen Inc,ZAFGEN INC,Yes,Zafgen,@Zafgen,14711
1/11/16,Zebra Technologies Corp.,ZEBRA TECHNOLOGIES CP  -CL,Yes,Zebra Technologies,@ZebraTechnology,76795
7/8/15,Zendesk Inc,ZENDESK INC,Yes,Zendesk,@Zendesk,14641
29/10/15,Zimmer Biomet Holdings Inc,ZIMMER BIOMET HOLDINGS INC,Yes,Zimmer Biomet,@zimmerbiomet,89070
13/3/15,Zoes Kitchen Inc,ZOE'S KITCHEN INC,Yes,Zos Kitchen,@ZoesKitchen,14588
28/8/14,Zoes Kitchen Inc,ZOE'S KITCHEN INC,Yes,Zos Kitchen,@ZoesKitchen,14588
11/8/16,Zynerba Pharmaceuticals Inc,ZYNERBA PHARMACEUTICALS INC,Yes,Zynerba Pharma,@ZynerbaPharma,15646
23/8/12,1-800-FLOWERS.COM I,1-800-FLOWERS.COM,Ye,1-800-Flowers.com,@1800flowers,87162
26/10/09,Schulman (A.) Inc,SCHULMAN (A.) INC,Ye,"A. Schulman, Inc.",@A_Schulman_Inc,69199
24/11/08,Aaron's Inc,AARON'S INC,Ye,"Aaron's, Inc",@AaronsInc,10517
5/6/12,Abercrombie & Fitch,ABERCROMBIE & FITCH,Ye,Abercrombie & Fitch,@Abercrombie,83976
13/5/09,URS Corp,URS CORP,Ye,AECOM,@AECOM,50278
8/11/11,URS Corp,URS CORP,Ye,AECOM,@AECOM,50278
23/3/12,Aegon NV,AEGON NV,Ye,Aegon,@Aegon,85172
1/11/10,American Electric P,AMERICAN ELECTRIC P,Ye,AEP,@AEPnews,24109
23/10/08,Alaska Air Group In,ALASKA AIR GROUP IN,Ye,Alaska Airlines,@AlaskaAir,28804
5/11/10,Alpha Natural Resou,ALPHA NATURAL RESOU,Ye,Alpha NR,@alphanr,90547
9/8/12,Alpha Natural Resou,ALPHA NATURAL RESOU,Ye,Alpha NR,@alphanr,90547
16/5/12,Altria Group Inc,ALTRIA GROUP INC,Ye,Altria,@AltriaNews,13901
30/10/09,Ambassadors Interna,AMBASSADORS INTERNA,Ye,AmbassadorIntl,@AmbassadorIntl,82155
13/8/09,American Apparel In,AMERICAN APPAREL IN,Ye,American Apparel,@americanapparel,91136
23/7/09,American Apparel In,AMERICAN APPAREL IN,Ye,American Apparel,@americanapparel,91136
9/11/11,American Greetings,AMERICAN GREETINGS,Ye,American Greetings,@amgreetings,13056
21/12/09,Aspen Technology In,ASPEN TECHNOLOGY IN,Ye,Aspen Technology,@AspenTech,80957
25/2/10,athenahealth Inc,ATHENAHEALTH INC,Ye,athenahealth,@athenahealth,92296
7/4/10,Attunity Ltd,ATTUNITY LTD,Ye,Attunity,@attunity,78201
10/5/12,Avid Technology Inc,AVID TECHNOLOGY INC,Ye,Avid,@Avid,78955
26/6/09,Benihana Inc,BENIHANA INC,Ye,Benihana,@Benihana,17671
10/5/10,BIDZ.com Inc,BIDZ.COM INC,Ye,Bidz Auctions,@BidzAuctions,92088
28/2/11,BioClinica Inc,BIOCLINICA INC,Ye,bioclinica,@bioclinica,77683
9/8/11,Accelrys Inc.,ACCELRYS INC,Ye,BIOVIA,@3dsBIOVIA,82734
9/9/10,BJ's Wholesale Club,BJ'S WHOLESALE CLUB,Ye,BJ's Wholesale,@BJsWholesale,85232
29/2/12,Blackbaud Inc,BLACKBAUD INC,Ye,Blackbaud,@blackbaud,90276
8/11/10,Blackrock Inc,BLACKROCK INC,Ye,BlackRock,@blackrock,87267
7/8/12,Blackstone Group LP,BLACKSTONE GROUP LP,Ye,Blackstone,@blackstone,92108
7/8/12,Boston Private Fina,BOSTON PRIVATE FINL,Ye,Boston Private,@BostonPrivate,80223
2/9/11,Brocade Communicati,BROCADE COMMUNICATI,Ye,Brocade,@Brocade,86881
9/11/11,Brookdale Senior Li,BROOKDALE SENIOR LI,Ye,BrookdaleLiving,@BrookdaleLiving,90988
2/11/11,Callaway Golf Co,CALLAWAY GOLF CO,Ye,Callaway Golf,@CallawayGolf,77366
1/8/11,Callaway Golf Co,CALLAWAY GOLF CO,Ye,Callaway Golf,@CallawayGolf,77366
5/4/12,CarMax Inc,CARMAX INC,Ye,CarMax,@CarMax,89508
29/2/12,CBL & Associates Pr,CBL & ASSOCIATES PP,Ye,CBL Properties,@cblmalls,79777
3/11/11,CF Industries Holdi,CF INDUSTRIES HOLDI,Ye,CF Industries,@CFIndustries,90829
10/9/12,Chanticleer Holding,CHANTICLEER HOLDING,Ye,Chanticleer Holdings,@ChanticleerBURG,13455
3/8/12,Clear Channel Outdo,CLEAR CHANNEL OUTDO,Ye,Clear Channel Outdoo,@CCOutdoorNA,90989
21/8/09,ClearOne Inc,CLEARONE INC,Ye,ClearOne,@ClearOne,75714
30/4/10,ConnectOne Bancorp,CONNECTONE BANCORP,Ye,ConnectOne Bank,@ConnectOneBank,83642
27/7/10,Cooper Tire & Rubbe,COOPER TIRE & RUBBE,Ye,Cooper Tire,@CooperTire,27430
19/2/10,CryoLife Inc.,CRYOLIFE INC,Ye,CryoLife,@CryoLife,78876
23/11/10,CyberDefender Corp,CYBERDEFENDER CORP,Ye,CyberDefender,@CyberDefender,93430
6/11/09,Cypress Semiconduct,CYPRESS SEMICONDUCT,Ye,CypressSemiconductor,@CypressSemi,10302
27/2/12,Dean Foods Co,DEAN FOODS CO,Ye,Dean Foods Company,@deanfoods,83421
10/7/12,Del Frisco's Restau,DEL FRISCOS RESTURN,Ye,Del Frisco's,@Del_Friscos,13524
3/8/10,Fresh Del Monte Pro,FRESH DEL MONTE PRO,Ye,Del Monte Fresh,@DelMonteFresh,85449
2/8/12,EMC Corp,EMC CORP/MA,Ye,Dell EMC,@DellEMC,10147
12/3/10,Dennys Corp,DENNYS CORP,Ye,Denny's,@DennysDiner,85726
15/4/11,DGSE Companies Inc,DGSE COMPANIES INC,Ye,DGSE Companies Inc,@DGSECompanies,10028
2/4/12,DGSE Companies Inc,DGSE COMPANIES INC,Ye,DGSE Companies Inc,@DGSECompanies,10028
23/2/10,Digital River Inc,DIGITAL RIVER INC,Ye,Digital River,@DigitalRiverInc,86322
29/2/12,DigitalGlobe Inc,DIGITALGLOBE INC,Ye,DigitalGlobe,@DigitalGlobe,92924
2/3/09,DISH Network Corp,DISH NETWORK CORP,Ye,DISH,@dish,81696
29/2/12,Dun & Bradstreet Co,DUN & BRADSTREET CO,Ye,Dun & Bradstreet,@DnBUS,88590
24/2/10,E*TRADE Financial C,E TRADE FINANCIAL C,Ye,E*TRADE,@etrade,83862
1/7/11,Ecopetrol SA,ECOPETROL SA,Ye,Ecopetrol,@ECOPETROL_SA,92793
12/7/10,Edgewater Technolog,EDGEWATER TECHNOLOG,Ye,Edgewater,@edgewatertech,83965
23/2/11,Einstein Noah Resta,EINSTEIN NOAH RESTA,Ye,Einstein Bros.,@EinsteinBros,83152
15/3/11,EnergySolutions Inc,ENERGYSOLUTIONS INC,Ye,EnergySolutions,@EnergySolutions,92389
9/11/12,EnergySolutions Inc,ENERGYSOLUTIONS INC,Ye,EnergySolutions,@EnergySolutions,92389
31/5/12,ePlus Inc,EPLUS INC,Ye,ePlus,@ePlus,84234
16/2/12,Federal Realty Inve,FEDERAL REALTY INVE,Ye,Federal Realty,@FederalRealty,58413
13/5/11,First Financial Ser,FIRST FINANCIAL SER,Ye,First Financial ¨,@FirstFinancial,11513
5/11/10,Fortinet Inc,FORTINET INC,Ye,Fortinet,@Fortinet,93132
15/11/11,Franklin Resources,FRANKLIN RESOURCES,Ye,Franklin Templeton,@FTI_US,37584
28/7/09,FreightCar America,FREIGHTCAR AMERICA,Ye,"FreightCar America,",@FCA_Inc,90672
10/8/09,FTI Consulting Inc.,FTI CONSULTING INC,Ye,FTI Consulting,@FTIConsulting,83509
1/4/11,Gafisa SA,GAFISA SA,Ye,Gafisa S.A.,@Gafisa,91859
6/7/12,Gafisa SA,GAFISA SA,Ye,Gafisa S.A.,@Gafisa,91859
15/3/12,Gaia Inc,GAIA INC,Ye,Gaia,@JoinGaia,87321
13/3/09,CEB Inc,CEB INC,Ye,Gartner,@Gartner_inc,86720
11/1/10,Generac Holdings In,GENERAC HOLDINGS IN,Ye,Generac,@Generac,93246
16/8/10,General Motors Co,GENERAL MOTORS CO,Ye,General Motors,@GM,12369
7/11/08,Grainger (W.W.) Inc,GRAINGER (W W) INC,Ye,Grainger,@grainger,52695
13/8/08,Grand Canyon Educat,GRAND CANYON EDUCAT,Ye,Grand Canyon U,@gcu,92852
18/2/10,Grand Canyon Educat,GRAND CANYON EDUCAT,Ye,Grand Canyon U,@gcu,92852
7/11/11,Grand Canyon Educat,GRAND CANYON EDUCAT,Ye,Grand Canyon U,@gcu,92852
26/2/10,Great Wolf Resorts,GREAT WOLF RESORTS,Ye,Great Wolf Lodge,@GreatWolfLodge,90491
23/9/11,Groupon Inc,GROUPON INC,Ye,Groupon,@Groupon,13108
28/10/11,Guidewire Software,GUIDEWIRE SOFTWARE,Ye,Guidewire Software,@Guidewire_PandC,13181
8/8/11,Hansen Medical Inc,HANSEN MEDICAL INC,Ye,Hansen Medical,@hansenmedical,91613
15/3/12,Hansen Medical Inc,HANSEN MEDICAL INC,Ye,Hansen Medical,@hansenmedical,91613
