eventDate,CONML,CONM,With_Twitter_account,twitter_acc_company_name,twitter_account_name,code
25/2/09,OfficeMax Inc,OFFICEMAX INC,Ye,OfficeMax Inc,@OfficeMax,42024
23/2/12,Omnicare Inc.,OMNICARE INC,Ye,Omnicare,@omnicare,63714
11/3/10,OpenTable Inc,OPENTABLE INC,Ye,OpenTable,@OpenTable,92934
18/2/11,Daegis Inc,DAEGIS INC,Ye,OpenText,@OpenText,83704
18/5/11,Orion Energy System,ORION ENERGY SYSTEM,Ye,Orion Energy Systems,@orionlighting,92466
1/2/12,Orion Energy System,ORION ENERGY SYSTEM,Ye,Orion Energy Systems,@orionlighting,92466
9/5/12,Parker-Hannifin Cor,PARKER-HANNIFIN COR,Ye,Parker Hannifin,@ParkerHannifin,41355
2/11/12,People's United Fin,PEOPLE'S UNITED FIN,Ye,People's United Bank,@PeoplesUnited,12073
28/2/12,PerkinElmer Inc.,PERKINELMER INC,Ye,PerkinElmer,@PerkinElmer,42200
17/3/11,Primerica Inc,PRIMERICA INC,Ye,Primerica,@Primerica,93330
10/10/12,Progress Software C,PROGRESS SOFTWARE C,Ye,Progress,@ProgressSW,76752
16/2/12,Qlik Technologies I,QLIK TECHNOLOGIES I,Ye,Qlik,@qlik,12026
10/8/09,Quest Software Inc,QUEST SOFTWARE INC,Ye,Quest,@Quest,87182
29/10/10,Rambus Inc,RAMBUS INC,Ye,Rambus Inc.,@rambusinc,84827
22/2/12,Range Resources Cor,RANGE RESOURCES COR,Ye,Range Resources,@Range_Resources,50017
4/8/09,RCN Corp,RCN CORP,Ye,RCN,@RCNconnects,90638
28/9/12,Realogy Holdings Co,REALOGY HOLDINGS CO,Ye,Realogy,@Realogy,13622
29/2/12,Regal Beloit Corp,REGAL BELOIT CORP,Ye,Regal,@RegalBeloitCorp,58771
27/7/11,Royal Caribbean Cru,ROYAL CARIBBEAN CRU,Ye,Royal Caribbean,@RoyalCaribbean,79145
13/5/09,Rubio's Restaurants,RUBIO'S RESTAURANTS,Ye,Rubio's,@RubiosTweets,86935
11/10/12,Ruby Tuesday Inc,RUBY TUESDAY INC,Ye,Ruby Tuesday,@rubytuesday,55213
26/2/09,SanDisk Corp,SANDISK CORP,Ye,SanDisk,@SanDisk,82618
8/11/11,SuccessFactors Inc,SUCCESSFACTORS INC,Ye,SAP SuccessFactors,@successfactors,92451
2/3/11,SuccessFactors Inc,SUCCESSFACTORS INC,Ye,SAP SuccessFactors,@successfactors,92451
30/7/08,Scholastic Corp,SCHOLASTIC CORP,Ye,Scholastic,@Scholastic,77354
4/11/09,Bally Technologies,BALLY TECHNOLOGIES,Ye,Scientific Games,@ScientificGames,38149
3/11/06,3D Systems Corp,3D SYSTEMS CORP,Ye,Shapeways,@shapeways,78664
23/10/09,Shutterfly Inc,SHUTTERFLY INC,Ye,Shutterfly,@Shutterfly,91486
23/7/09,SVB Financial Group,SVB FINANCIAL GROUP,Ye,Silicon Valley Bank,@SVB_Financial,11786
1/11/12,Sirius XM Holdings,SIRIUS XM HOLDINGS,Ye,SiriusXM,@SIRIUSXM,80924
4/11/11,Southern First Bank,SOUTHERN FIRST BANK,Ye,Southern First Bank,@SouthernFirst,90358
15/10/09,Southwest Airlines,SOUTHWEST AIRLINES,Ye,Southwest Airlines,@SouthwestAir,58683
20/4/09,Southwest Airlines,SOUTHWEST AIRLINES,Ye,Southwest Airlines,@SouthwestAir,58683
30/3/10,Stage Stores Inc,STAGE STORES INC,Ye,Stage,@ShopStageStores,89289
9/6/11,Stage Stores Inc,STAGE STORES INC,Ye,Stage,@ShopStageStores,89289
8/11/11,L.S. Starrett Co (T,STARRETT (L.S.) CO,Ye,Starrett,@StarrettTools,18438
12/9/12,L.S. Starrett Co (T,STARRETT (L.S.) CO,Ye,Starrett,@StarrettTools,18438
1/10/12,Steelcase Inc.,STEELCASE INC,Ye,Steelcase,@Steelcase,85796
7/9/12,Stein Mart Inc,STEIN MART INC,Ye,Stein Mart,@steinmart,77530
6/8/09,Stewart Information,STEWART INFORMATION,Ye,Stewart Title,@StewartTitleCo,72980
21/3/11,Superior Industries,SUPERIOR INDUSTRIES,Ye,Superior Industries,@superiorind,52396
9/2/12,Supertex Inc,SUPERTEX INC,Ye,Supertex.,@Supertex_Inc,73681
13/9/12,Symmetricom Inc.,SYMMETRICOM INC,Ye,"Symmetricom, Inc.",@Symmetricom,70616
20/8/10,Tata Communications,TATA COMMUNICATIONS,Ye,Tata Communications,@tata_comm,88494
14/11/11,A V Homes Inc,A V HOMES INC,Ye,Taylor Morrison,@Taylor_Morrison,16030
6/8/12,A V Homes Inc,A V HOMES INC,Ye,Taylor Morrison,@Taylor_Morrison,16030
23/7/10,TE Connectivity Ltd,TE CONNECTIVITY LTD,Ye,TE Connectivity,@TEConnectivity,92157
12/2/09,TechTarget Inc,TECHTARGET INC,Ye,TechTarget,@TechTarget,92052
16/11/10,LeCroy Corp,LECROY CORP,Ye,Teledyne LeCroy,@TeledyneLecroy,82504
29/11/11,Tellabs Inc,TELLABS INC,Ye,Tellabs,@Tellabs,75257
13/11/07,Teradata Corp,TERADATA CORP,Ye,Teradata,@Teradata,92293
3/3/08,Teradata Corp,TERADATA CORP,Ye,Teradata,@Teradata,92293
7/8/12,Terex Corp,TEREX CORP,Ye,Terex Corporation,@TerexCorp,58318
26/3/12,Atlantic American C,ATLANTIC AMERICAN C,Ye,The Atlantic,@TheAtlantic,15580
1/4/11,Tofutti Brands Inc.,TOFUTTI BRANDS INC,Ye,Tofutti Brandsª,@tofuttibrand,68718
27/7/09,Trex Co Inc,TREX CO INC,Ye,Trex Company,@Trex_Company,86810
27/8/08,Hillshire Brands Co,HILLSHIRE BRANDS CO,Ye,Tyson Foods,@TysonFoods,22840
1/8/12,Hillshire Brands Co,HILLSHIRE BRANDS CO,Ye,Tyson Foods,@TysonFoods,22840
10/5/11,Ultimate Software G,ULTIMATE SOFTWARE G,Ye,Ultimate Software,@UltimateHCM,86196
22/2/12,United Continental,UNITED CONTINENTAL,Ye,United Airlines,@united,91103
17/11/11,UniTek Global Servi,UNITEK GLOBAL SERVI,Ye,UniTekGlobalServices,@UniTekGS,88806
23/2/09,USANA Health Scienc,USANA HEALTH SCIENC,Ye,"USANA, Inc.",@USANAinc,84010
9/11/11,USANA Health Scienc,USANA HEALTH SCIENC,Ye,"USANA, Inc.",@USANAinc,84010
3/8/10,Valmont Industries,VALMONT INDUSTRIES,Ye,Valmont Industries,@ValmontInd,80128
10/5/11,VCA Inc,VCA INC,Ye,VCA Animal Hospitals,@VCAPetHealth,89213
8/8/11,Veolia Environnemen,VEOLIA ENVIRONNEMEN,Ye,Veolia,@Veolia,89198
15/11/10,Vitacost.com Inc,VITACOST.COM INC,Ye,Vitacost.com,@Vitacost,93047
29/2/08,Wells Fargo & Co,WELLS FARGO & CO,Ye,Wells Fargo,Wells Fargo,38703
2/12/10,Wet Seal Inc (The),WET SEAL INC,Ye,Wet Seal,@wetseal,76217
15/5/12,Wilhelmina Internat,WILHELMINA INTERNAT,Ye,Wilhelmina Models,@Wilhelmina,83734
28/10/10,Williams Cos Inc. (,WILLIAMS COS INC,Ye,Williams,@WilliamsUpdates,38156
1/5/12,Williams Cos Inc. (,WILLIAMS COS INC,Ye,Williams,@WilliamsUpdates,38156
16/8/10,Village Bank and Tr,VILLAGE BANK AND TR,Ye,Wintrust Financial,@Wintrust,89576
28/2/12,WPX Energy Inc,WPX ENERGY INC,Ye,WPX Energy,@WPXEnergy,13141
22/8/11,Xylem Inc,XYLEM INC,Ye,Xylem Inc.,@XylemInc,13035
18/9/09,Zale Corp,ZALE CORP,Ye,Zales,@ZalesJewelers,79672
19/11/12,Zoom Technologies I,ZOOM TECHNOLOGIES I,Ye,zoomtechnologies,@zoomgroupindia,77011
11/5/10,Zygo Corp,ZYGO CORP,Ye,Zygo Corporation,@ZygoCorp,84161
11/8/11,Zynga Inc,ZYNGA INC,Ye,Zynga,@zynga,13169
